id,country,lat,lon,elev,SOC_pct,A_control,B_gain,C_base,ceiling,k_perkgN,citation
Tan_Ilo_Maiz_2014_N,Tanzania,-6.7829,37.037,490,-9,5.94,2.043,0.96,7.9830000000000005,0.040821994520255166,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Mal_Bou_Maiz_2014_N,Mali,11.387371,-7.47747,329,-9,5.561,3.031,0.984,8.592,0.016129381929883644,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Mal_Dio_Maiz_2014_N,Mali,12.694073,-7.013905,309,-9,3.6,0,0.0001,3.6,9.210340371976182,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Gha_Deb_Maiz_2003_N,Ghana,7.88,2.55,240,-9,7.09,3.2,0.994,10.29,0.006018072325563021,Annin et al CRI maize and cassava report
Gha_Nko_Maiz_2003_N,Ghana,7.57,1.7,310,-9,2.474,0.794,0.987,3.2680000000000002,0.01308523954865548,Annin et al CRI maize and cassava report
Gha_Nko_Maiz_2004_N,Ghana,7.57,1.7,310,-9,1.954,0.84,0.97,2.794,0.030459207484708574,Annin et al CRI maize and cassava report
Gha_Dam_Maiz_??_N,Ghana,9.08,1.83,200,-9,1.14,0,0.0001,1.14,9.210340371976182,SARI SRI AgSSIP 2002-4
Gha_Dam_Maiz_??_N,Ghana,9.08,1.83,200,-9,5.866,3.16,0.983,9.026,0.017146158834970514,SARI SRI AgSSIP 2002-4
Ken_Che_Maiz_1997-00_N,Kenya,0.583333,35.3,1420,-9,2.91,1.4,0.97,4.3100000000000005,0.030459207484708574,"Okalebo, J.R., Palm, C.A., Lekasi, J.K., Nandwa, S.M., Othie"
Ken_Che_Maiz_1997-00_N,Kenya,0.583333,35.3,1420,-9,3.55,1.75,0.95,5.3,0.05129329438755058,"Okalebo, J.R., Palm, C.A., Lekasi, J.K., Nandwa, S.M., Othie"
Zam_Lus_Maiz_??_N,Zambia,-15,28,1100,-9,1.627,0.819,0.99,2.4459999999999997,0.01005033585350145,FAO DataPort
Zam_Lus_Maiz_??_N,Zambia,-15,28,1100,-9,3.967,1.927,0.981,5.894,0.019182819416773987,FAO DataPort
Zam_Cop_Maiz_??_N,Zambia,-13,28,1200,-9,2.171,1.328,0.992,3.4989999999999997,0.008032171697264267,FAO DataPort
Zam_Cop_Maiz_??_N,Zambia,-13,28,1200,-9,3.598,1.92,0.989,5.518,0.011060947359424948,FAO DataPort
Rwa_But_Maiz_1987_N,Rwanda,-2.58,29.58,1780,-9,4.5,3.5,0.94,8.0,0.06187540371808753,ND
Eth_Bak_Maiz_1989-04_N,Ethiopia,9.13,37.83,1650,-9,5.288,0.632,0.928,5.92,0.07472354619593642,"Tolessa Debele,: N,P fertilizer trail on Gutto and BH-140 ma"
Eth_Chi_Maiz_2008-10_N,Ethiopia,9.08,40.86,1780,-9,2.676,1.223,0.928,3.899,0.07472354619593642,Zelalem Bekeko. 2014. Effect of enriched farmyard manure and
Eth_Ach_Maiz_2013_N,Ethiopia,11.341,36.93898,2020,26,3.955,1.426,0.928,5.381,0.07472354619593642,Alemayehu unpubl
Eth_Mer_Maiz_2013_N,Ethiopia,11.389,37.108,2020,34,2.979,2.273,0.927,5.252000000000001,0.07580171341628185,Alemayehu unpubl
Gha_Eju_Maiz_2008_N,Ghana,7.367,-1.32,110,-9,1.699,0.074,0.928,1.7730000000000001,0.07472354619593642,"Fosu-Mensah, B.Y., D.S. MacCarthy, P.L.G. Vlek, E.Y. Safo. 2"
Gha_Eju_Maiz_2008_N,Ghana,7.367,-1.32,110,-9,1.44,0.18,0.928,1.6199999999999999,0.07472354619593642,"Fosu-Mensah, B.Y., D.S. MacCarthy, P.L.G. Vlek, E.Y. Safo. 2"
Gha_Eju_Maiz_2008_N,Ghana,7.367,-1.32,110,-9,1.285,0,0.0001,1.285,9.210340371976182,"Fosu-Mensah, B.Y., D.S. MacCarthy, P.L.G. Vlek, E.Y. Safo. 2"
Gha_Eju_Maiz_2008_N,Ghana,7.367,-1.32,110,-9,1.272,0.352,0.928,1.624,0.07472354619593642,"Fosu-Mensah, B.Y., D.S. MacCarthy, P.L.G. Vlek, E.Y. Safo. 2"
Ken_Ota_Maiz_1988_N,Kenya,-0.72,34.762,1790,-9,7.4,0,0.0001,7.4,9.210340371976182,FURP
Ken_Ota_Maiz_1991_N,Kenya,-0.72,34.762,1790,-9,2.5,0,0.0001,2.5,9.210340371976182,FURP
Nig_Kog_Maiz_2007_N,Nigeria,8.21,6.14,310,10,2.9,2,0.927,4.9,0.07580171341628185,"Amhakhian, S., Isaac Osemwota, Charles Iledun. Oyewole. 2012"
Nig_Kog_Maiz_2008_N,Nigeria,8.21,6.14,310,10,3.58,2.18,0.928,5.76,0.07472354619593642,"Amhakhian, S., Isaac Osemwota, Charles Iledun. Oyewole. 2012"
Tan_S2-_Maiz_1997_N,Tanzania,-5.14,38.87,80,-9,2.82,1.05,0.9,3.87,0.10536051565782628,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S2-_Maiz_1997_N,Tanzania,-5.14,38.87,80,-9,2.3,0.6,0.9,2.9,0.10536051565782628,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S2-_Maiz_1997_N,Tanzania,-5.14,38.87,80,-9,2.3,0.65,0.9,2.9499999999999997,0.10536051565782628,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,1.35,0,0.0001,1.35,9.210340371976182,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,1.4,0,0.0001,1.4,9.210340371976182,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,1.48,0.29,0.9,1.77,0.10536051565782628,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,0.51,0.19,0.928,0.7,0.07472354619593642,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_Kwa_Maiz_2010_N,Tanzania,-4.96093,38.17085,483,-9,1.99,0.138,0.932,2.128,0.07042246429654582,data- Tanzania.xlsx
Tan_Tun_Maiz_1982-86_N,Tanzania,-11.06,37.29,600,-9,2.826,0.611,0.861,3.4370000000000003,0.14966077455440627,data- Tanzania.xlsx
Tan_Mbo_Maiz_1982-86_N,Tanzania,-8.96,32.32,1430,-9,2.932,0.63,0.925,3.562,0.0779615414697118,data- Tanzania.xlsx
Tan_Iri_Maiz_1982-86_N,Tanzania,-7.84,35.75,1610,-9,2.967,1.08,0.885,4.047000000000001,0.12216763397420753,data- Tanzania.xlsx
Tan_Rho_Maiz_1989-90_N,Tanzania,-3.29,35.71,1670,-9,4.7,0.2,0.928,4.9,0.07472354619593642,ND
Tan_Bas_Maiz_1989-93_N,Tanzania,-4.439,35.149,1730,-9,6,0,0.0001,6.0,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Hay_Maiz_1990/91_N,Tanzania,-4.195,35.026,1730,-9,7,0,0.0001,7.0,9.210340371976182,ND
Mal_Dio_Maiz_2014_N,Mali,12.694073,-7.013905,309,-9,2.32,0.44,0.8,2.76,0.2231435513142097,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Mal_Bou_Maiz_2014_N,Mali,11.387371,-7.47747,329,-9,3.112,0.404,0.8,3.516,0.2231435513142097,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Mal_Low_Maiz_1994-95_N,Malawi,-16.9,35.25,200,-9,2.179,0,0.9,2.179,0.10536051565782628,Benson data base
Mal_Man_Maiz_1994-95_N,Malawi,-15.1,33.82,900,-9,2.641,0.104,0.9,2.745,0.10536051565782628,Benson data base
Mal_Shi_Maiz_1994-95_N,Malawi,-15.8,35.05,910,-9,2.514,0.113,0.9,2.627,0.10536051565782628,Benson data base
Mal_Mch_Maiz_1994-95_N,Malawi,-13.75,32.94,1170,-9,2.181,0.413,0.9,2.594,0.10536051565782628,Benson data base
Mal_Lil_Maiz_1994-95_N,Malawi,-13.65,33.66,1200,-9,2.69,0.45,0.9,3.14,0.10536051565782628,Benson data base
Mal_Nor_Maiz_1994-95_N,Malawi,-11.33,33.93,1300,-9,2.368,0.215,0.9,2.5829999999999997,0.10536051565782628,Benson data base
Eth_Paw_Maiz_-9_N,Ethiopia,11.15,35.35,1300,-9,4.596,1.077,0.921,5.673,0.08229524272683016,EIAR ppt
Eth_Bak_Maiz_1989-04_N,Ethiopia,9.13,37.83,1650,-9,6,0.3,0.928,6.3,0.07472354619593642,"Tolessa Debele,: N,P fertilizer trail on Gutto and BH-140 ma"
Eth_Mer_Maiz_2013_N,Ethiopia,11.678,37.269,1847,23,7.754,4.423,0.927,12.177,0.07580171341628185,Alemayehu unpubl
Eth_Mer_Maiz_2013_N,Ethiopia,11.678,37.269,1847,23,7.316,2.858,0.928,10.174,0.07472354619593642,Alemayehu unpubl
Eth_Fen_Maiz_2013_N,Ethiopia,11.333,36.939,2020,20,7.754,4.423,0.927,12.177,0.07580171341628185,Alemayehu unpubl
Eth_Fen_Maiz_2013_N,Ethiopia,11.333,36.939,2020,20,7.316,2.858,0.928,10.174,0.07472354619593642,Alemayehu unpubl
Gha_Eju_Maiz_2008_N,Ghana,7.367,-1.32,110,-9,4.572,1.049,0.928,5.621,0.07472354619593642,"Fosu-Mensah, B.Y., D.S. MacCarthy, P.L.G. Vlek, E.Y. Safo. 2"
Gha_Eju_Maiz_2008_N,Ghana,7.367,-1.32,110,-9,4.03,0.964,0.929,4.994,0.07364654016829848,"Fosu-Mensah, B.Y., D.S. MacCarthy, P.L.G. Vlek, E.Y. Safo. 2"
Ken_Ukw_Maiz_-9_N,Kenya,0.2043,34.2009,1043,6,2.3,1.4,0.927,3.6999999999999997,0.07580171341628185,Wasonga et al. Phosphorus requirements by maize… Afr Crop Sc
Ken_Abo_Maiz_-9_N,Kenya,0.2468,34.1649,1065,7,4.201,3.945,0.927,8.145999999999999,0.07580171341628185,Wasonga et al. Phosphorus requirements by maize… Afr Crop Sc
Ken_Abo_Maiz_-9_N,Kenya,0.2468,34.1649,1065,7,3.185,2.81,0.927,5.995,0.07580171341628185,Wasonga et al. Phosphorus requirements by maize… Afr Crop Sc
Ken_Vih_Maiz_1986-91_N,Kenya,0.08,34.72,1575,17,5,0,0.0001,5.0,9.210340371976182,B. O. Mochoge. FERTILIZER TRIAL RESULTS OF MAIZE AND MAIZE-B
Ken_Ota_Maiz_1986-91_N,Kenya,-0.7166,34.7618,1770,30,5.5,0.5,0.93,6.0,0.07257069283483537,B. O. Mochoge. FERTILIZER TRIAL RESULTS OF MAIZE AND MAIZE-B
Ken_Bar_Maiz_1991_N,Kenya,0.2326,35.096,2000,-9,4.06,0.51,0.87,4.569999999999999,0.13926206733350766,FURP
Ken_Mau_Maiz_1988_N,Kenya,-0.0843,36.651,2530,-9,5.39,1.53,0.92,6.92,0.08338160893905101,FURP
Ken_Kit_Maiz_1989_N,Kenya,1.019,35.002,1860,-9,8.22,0.8,0.84,9.020000000000001,0.1743533871447778,FURP
Ken_Kit_Maiz_1990_N,Kenya,1.019,35.002,1860,-9,9.01,1.11,0.928,10.12,0.07472354619593642,FURP
Ken_Che_Maiz_1991_N,Kenya,-0.655,35.17,1840,-9,7.1,0.2,0.9,7.3,0.10536051565782628,FURP
Ken_Che_Maiz_1989_N,Kenya,0.157,34.94,1750,-9,8.2,0.9,0.88,9.1,0.12783337150988489,FURP
Ken_Mum_Maiz_1988-90_N,Kenya,0.34385,34.479,1300,-9,1.75,0.83,0.86,2.58,0.15082288973458366,FURP
Ken_Ota_Maiz_1988_N,Kenya,-0.72,34.762,1790,-9,7.4,0,0.0001,7.4,9.210340371976182,FURP
Ken_Ota_Maiz_1990_N,Kenya,-0.7166,34.7618,1770,-9,4.1,0.7,0.86,4.8,0.15082288973458366,FURP
Ken_Ota_Maiz_??_N,Kenya,-0.72,34.762,1790,-9,2.6,1.64,0.928,4.24,0.07472354619593642,FURP
Ken_Ota_Maiz_??_N,Kenya,-0.72,34.762,1790,-9,0.54,0.32,0.91,0.8600000000000001,0.09431067947124129,FURP
Ken_Ota_Maiz_??_N,Kenya,-0.72,34.762,1790,-9,5,3.6,0.92,8.6,0.08338160893905101,FURP
Ken_Ota_Maiz_??_N,Kenya,-0.72,34.762,1790,-9,3.3,2.1,0.928,5.4,0.07472354619593642,FURP
Ken_Sos_Maiz_1987_N,Kenya,-0.371,35.174,1890,-9,5.9,1,0.83,6.9,0.18632957819149348,FURP
Ken_Sos_Maiz_1988_N,Kenya,-0.371,35.174,1890,-9,4.5,1,0.82,5.5,0.19845093872383832,FURP
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,1.89,0.43,0.9,2.32,0.10536051565782628,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,0.845,0.31,0.9,1.155,0.10536051565782628,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Tan_S3-_Maiz_1997_N,Tanzania,-5.13,38.88,80,-9,1.128,0.608,0.91,1.7359999999999998,0.09431067947124129,Jeremias G. Mowo. Effectiveness of Phosphate Rock on Ferrals
Uga_Nge_Maiz_2009_N,Uganda,2.313011,32.928775,1080,19,2.4,0,0.0001,2.4,9.210340371976182,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kaw_Maiz_2009_N,Uganda,0.75,32.533,1170,15,4.1,0.29,0.928,4.39,0.07472354619593642,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kaw_Maiz_2009_N,Uganda,0.75,32.533,1170,15,4.411,0,0.0001,4.411,9.210340371976182,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Tor_Maiz_2009_N,Uganda,0.75,34.235,1210,12,2.3,0.5,0.928,2.8,0.07472354619593642,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Tor_Maiz_2009_N,Uganda,0.75,34.235,1210,12,2.209,0.312,0.928,2.521,0.07472354619593642,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kap_Maiz_2009_N,Uganda,1.4,34.617,1880,37,4.133,0.277,0.928,4.41,0.07472354619593642,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kap_Maiz_2009_N,Uganda,1.4,34.617,1880,37,4.411,0,0.0001,4.411,9.210340371976182,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Bul_Maiz_2010_N,Uganda,1.5,31.484,1020,26,3.4,0.1,0.928,3.5,0.07472354619593642,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kaw_Maiz_2011_N,Uganda,0.75,32.533,1170,15,3.133,0.59,0.851,3.723,0.16134315040876293,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kaw_Maiz_2011_N,Uganda,0.75,32.533,1170,15,3.323,0.682,0.746,4.005,0.2930296787783762,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kap_Maiz_2011_N,Uganda,1.4,34.617,1880,30,2.206,0.528,0.891,2.734,0.11541085151132773,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Uga_Kap_Maiz_2011_N,Uganda,1.4,34.617,1880,30,4.226,0.367,0.819,4.593,0.1996711951290677,"Kaizzi et al data; Kaizzi, C.K., J. Byalebeka, O. Semalulu, "
Ken_OlN_Maiz_1988_N,Kenya,-0.304,36.275,1970,-9,9.742,0,0.0001,9.742,9.210340371976182,FURP
Ken_OlN_Maiz_1989_N,Kenya,-0.304,36.275,1970,-9,8.357,0,0.0001,8.357,9.210340371976182,FURP
Rwa_Ter_Maiz_??_N,Rwanda,-1.484,29.575,2020,-9,3.165,0.354,0.85,3.519,0.16251892949777494,Scalgia et al. FAO
Rwa_Pla_Maiz_??_N,Rwanda,-1.4521,29.44,1970,-9,1.772,0.291,0.867,2.063,0.1427163022015952,Scalgia et al. FAO
Rwa_Pla_Maiz_??_N,Rwanda,-1.6,29.79,1800,-9,1.772,0.291,0.867,2.063,0.1427163022015952,Scalgia et al. FAO
Rwa_Pla_Maiz_??_N,Rwanda,-1.868,29.446,1862,-9,1.772,0.291,0.867,2.063,0.1427163022015952,Scalgia et al. FAO
Tan_Mil_Maiz_2014_N,Tanzania,-5.1376,38.852,80,-9,4.661,0.945,0.81,5.606,0.21072103131565253,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_Maiz_2014_N,Tanzania,-6.7829,37.037,490,-9,6.262,0.738,0.8,7.0,0.2231435513142097,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Mav_Maiz_2014_N,Tanzania,-5.137774,38.8519,190,-9,4.489,1.107,0.928,5.596,0.07472354619593642,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Mal_Bou_Maiz_2014_N,Mali,11.387371,-7.47747,329,-9,4.974,0.234,0.8,5.208,0.2231435513142097,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Mal_Dio_Maiz_2014_N,Mali,12.694073,-7.013905,309,-9,3.1,0.527,0.928,3.6270000000000002,0.07472354619593642,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Mal_Sam_Maiz_2014_N,Mali,12.53831,-8.070034,329,-9,4.05,0,0.0001,4.05,9.210340371976182,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Cam_Bab_Maiz_1991_N,Cameroon,6.067,10.434,800,-9,6.2,0.526,0.928,6.726,0.07472354619593642,"Osiname OA, Meppe F, Everett L (2000) Response of maize(Zea "
Cam_Mfo_Maiz_1991_N,Cameroon,6.05,10.283,1230,-9,2.97,0.804,0.928,3.774,0.07472354619593642,"Osiname OA, Meppe F, Everett L (2000) Response of maize(Zea "
Rwa_But_Maiz_1987_N,Rwanda,-2.58,29.58,1780,-9,3.6,0,0.0001,3.6,9.210340371976182,ND
Mal_Low_Maiz_1994-95_N,Malawi,-16.9,35.25,200,-9,3.165,0.978,0.761,4.143,0.2731219211204512,Benson data base
Mal_Mwa_Maiz_1994-95_N,Malawi,-15.6,34.5,260,-9,2.825,0.495,0.761,3.3200000000000003,0.2731219211204512,Benson data base
Mal_Bwa_Maiz_1994-95_N,Malawi,-14.4,34.7,510,-9,3.126,0.159,0.761,3.2849999999999997,0.2731219211204512,Benson data base
Mal_Sal_Maiz_1991_N,Malawi,-13.76,34.45,500,-9,5.206,0.459,0.586,5.665,0.5344354894051245,"Weil, R. R.; Mughogho, S. K. 2000. Sulfur nutrition of maize"
Tog_Sar_Maiz_1987_N,Togo,6.2081,1.217,30,-9,2.524,1.043,0.928,3.567,0.07472354619593642,"Friesen, D.K. 1991. Fate and efficiency of sulfur fertilizer"
Tog_Sar_Maiz_1988_N,Togo,6.2081,1.217,30,-9,2.669,0.835,0.928,3.504,0.07472354619593642,"Friesen, D.K. 1991. Fate and efficiency of sulfur fertilizer"
Tog_Amo_Maiz_1986-88_N,Togo,6.21,1.22,30,-9,2.427,1.342,0.928,3.769,0.07472354619593642,"Friesen, D.K. 1991. Fate and efficiency of sulfur fertilizer"
Nig_Ilo_Maiz_1983_N,Nigeria,8.482,4.6579,310,6,4.178,0.263,0.8,4.441,0.2231435513142097,Uyovbisere E.O. & G. Lombin. 1990.Response of early maturing
Nig_Ilo_Maiz_1983_N,Nigeria,8.482,4.6579,310,6,4.116,-0.291,0.9,3.8249999999999997,0.10536051565782628,Uyovbisere E.O. & G. Lombin. 1990.Response of early maturing
Nig_Ilo_Maiz_1983_N,Nigeria,8.482,4.6579,310,6,4.222,0.561,0.5,4.783,0.6931471805599453,Uyovbisere E.O. & G. Lombin. 1990.Response of early maturing
Nig_Kaf_Maiz_1983_N,Nigeria,11.9,8.1,540,6,2.43,0,0.0001,2.43,9.210340371976182,Uyovbisere E.O. & G. Lombin. 1990.Response of early maturing
Nig_Yan_Maiz_1983_N,Nigeria,7.5,9,140,6,3.994,0.285,0.526,4.279,0.6424540662444271,Uyovbisere E.O. & G. Lombin. 1990.Response of early maturing
Nig_Ben_i-gMaiz_2014_N,Niger,11.979528,3.557361,176,-9,0.914,0.372,0.94,1.286,0.06187540371808753,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Nig_Mar_i-gMaiz_2014_N,Niger,13.457478,7.101419,339,-9,1.104,0.25,0.91,1.354,0.09431067947124129,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Ken_Kit_i-bMaiz_1991_N,Kenya,1.019,35.002,1860,-9,8,3.1,0.89,11.1,0.11653381625595151,FURP
Ken_Che_i-bMaiz_1988_N,Kenya,-0.655,35.17,1840,-9,6.65,1.35,0.89,8.0,0.11653381625595151,FURP
Ken_Che_i-bMaiz_1991_N,Kenya,-0.655,35.17,1840,-9,5.3,2,0.91,7.3,0.09431067947124129,FURP
Ken_Che_i-bMaiz_1990_N,Kenya,0.157,34.94,1750,-9,6.6,2.6,0.93,9.2,0.07257069283483537,FURP
Ken_Mau_i-bMaiz_1990_N,Kenya,-0.18,35.62,2530,-9,4,1.3,0.94,5.3,0.06187540371808753,FURP
Ken_Mau_i-bMaiz_1991_N,Kenya,-0.18,35.62,2530,-9,2.8,0,0.0001,2.8,9.210340371976182,FURP
Tan_Sel_i-bMaiz_2014_N,Tanzania,-3.3603,36.6312,1400,-9,6.877,1.744,0.983,8.621,0.017146158834970514,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Muk_i-bMaiz_2003_N,Kenya,-0.583333,37.283333,1000,-9,6.5,2.5,0.97,9.0,0.030459207484708574,"Kimani S.K. Esilaba A.O., Odera M.M. Kimenye L. Vanlauwe B. "
Ken_Bar_i-bMaiz_1990_N,Kenya,0.2326,35.096,2000,-9,3.74,0.64,0.86,4.38,0.15082288973458366,FURP
Ken_Mau_i-bMaiz_1990_N,Kenya,-0.0843,36.651,2530,-9,4.97,0,0.0001,4.97,9.210340371976182,FURP
Ken_Mau_i-bMaiz_1991_N,Kenya,-0.0843,36.651,2530,-9,4.97,0,0.0001,4.97,9.210340371976182,FURP
Ken_Che_i-bMaiz_1990_N,Kenya,0.157,34.94,1750,-9,6.6,2.6,0.93,9.2,0.07257069283483537,FURP
Ken_Mum_i-bMaiz_1988-90_N,Kenya,0.34385,34.479,1300,-9,2.2,1.3,0.88,3.5,0.12783337150988489,FURP
Ken_Mum_i-bMaiz_1990_N,Kenya,0.34385,34.479,1300,-9,1.04,0.2,0.84,1.24,0.1743533871447778,FURP
Ken_Ota_i-bMaiz_1991_N,Kenya,-0.72,34.762,1790,-9,3.3,1.6,0.95,4.9,0.05129329438755058,FURP
Ken_Ota_i-bMaiz_1990_N,Kenya,-0.7166,34.7618,1770,-9,3.6,0.5,0.84,4.1,0.1743533871447778,FURP
Ken_Sos_i-bMaiz_1987_N,Kenya,-0.371,35.174,1890,-9,5.3,0,0.0001,5.3,9.210340371976182,FURP
Ken_Vih_i-bMaiz_1990_N,Kenya,0.09189,34.7185,1600,-9,4.15,0.9,0.81,5.050000000000001,0.21072103131565253,FURP
Ken_Kit_i-bMaiz_1991_N,Kenya,0.991,35.125,1890,-9,8.54,4.02,0.982,12.559999999999999,0.01816397062767118,FURP
Ken_Mau_i-bMaiz_1991_N,Kenya,-0.18,35.62,2530,-9,3.585,0,0.0001,3.585,9.210340371976182,FURP
Ken_Ota_i-bMaiz_1986-91_N,Kenya,-0.7166,34.7618,1770,30,4.779,1.601,0.928,6.38,0.07472354619593642,B. O. Mochoge. FERTILIZER TRIAL RESULTS OF MAIZE AND MAIZE-B
Ken_Ol _i-bMaiz_1986-91_N,Kenya,-0.072,36.38,2390,27,6.7,0,0.0001,6.7,9.210340371976182,B. O. Mochoge. FERTILIZER TRIAL RESULTS OF MAIZE AND MAIZE-B
Ken_Mau_i-bMaiz_1989_N,Kenya,-0.0843,36.651,2530,-9,6.08,3.3,0.927,9.379999999999999,0.07580171341628185,FURP
Ken_Mau_i-bMaiz_1990_N,Kenya,-0.0843,36.651,2530,-9,5.5,1.7,0.93,7.2,0.07257069283483537,FURP
Ken_Che_i-bMaiz_1990_N,Kenya,0.157,34.94,1750,-9,3.67,0,0.0001,3.67,9.210340371976182,FURP
Ken_Mum_i-bMaiz_1991_N,Kenya,0.343,34.482,1270,-9,1.2,0.7,0.88,1.9,0.12783337150988489,FURP
Ken_Ota_i-bMaiz_1988_N,Kenya,-0.72,34.762,1790,-9,5.6,1,0.928,6.6,0.07472354619593642,FURP
Ken_Kit_i-bMaiz_1991_N,Kenya,0.991,35.125,1890,-9,5,0,0.0001,5.0,9.210340371976182,FURP
Ken_Mau_i-bMaiz_1990_N,Kenya,-0.18,35.62,2530,-9,5.5,2.9,0.8,8.4,0.2231435513142097,FURP
Ken_Kag_i-bMaiz_1986-91_N,Kenya,0.09,37.8,1460,9,3.508,0.282,0.928,3.79,0.07472354619593642,B. O. Mochoge. FERTILIZER TRIAL RESULTS OF MAIZE AND MAIZE-B
Ken_Bar_i-bMaiz_1991_N,Kenya,0.2326,35.096,2000,-9,2.44,0.3,0.83,2.7399999999999998,0.18632957819149348,FURP
Ken_Kit_i-bMaiz_1988_N,Kenya,1.019,35.002,1860,-9,6.9,0,0.0001,6.9,9.210340371976182,FURP
Ken_Kit_i-bMaiz_1989_N,Kenya,1.019,35.002,1860,-9,6.94,0,0.0001,6.94,9.210340371976182,FURP
Ken_Che_i-bMaiz_1990_N,Kenya,0.157,34.94,1750,-9,5.3,0,0.0001,5.3,9.210340371976182,FURP
Ken_Che_i-bMaiz_1991_N,Kenya,0.157,34.94,1750,-9,3.19,0.093,0.79,3.283,0.23572233352106983,FURP
Ken_Mum_i-bMaiz_1990_N,Kenya,0.34385,34.479,1300,-9,1.25,0.61,0.928,1.8599999999999999,0.07472354619593642,FURP
Ken_Mum_i-bMaiz_1991_N,Kenya,0.343,34.482,1270,-9,1.2,0.7,0.88,1.9,0.12783337150988489,FURP
Ken_Ota_i-bMaiz_1991_N,Kenya,-0.72,34.762,1790,-9,2.2,0,0.0001,2.2,9.210340371976182,FURP
Ken_Ota_i-bMaiz_1988_N,Kenya,-0.72,34.762,1790,-9,7.3,1.9,0.9,9.2,0.10536051565782628,FURP
Ken_Sos_i-bMaiz_1991_N,Kenya,-0.371,35.174,1890,-9,3.6,1.9,0.927,5.5,0.07580171341628185,FURP
Ken_Ota_i-bMaiz_1988_N,Kenya,-0.72,34.762,1790,-9,7.6,1.36,0.9,8.959999999999999,0.10536051565782628,FURP
Ken_Kit_i-bMaiz_1991_N,Kenya,0.991,35.125,1890,-9,7,0,0.0001,7.0,9.210340371976182,FURP
Ken_Mau_i-bMaiz_1991_N,Kenya,-0.18,35.62,2530,-9,3.7,1.35,0.928,5.050000000000001,0.07472354619593642,FURP
Tan_Ilo_i-ppMaiz_2014_N,Tanzania,-6.7856,37.037,490,-9,3.348,0.965,0.89,4.313,0.11653381625595151,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
