id,country,lat,lon,elev,SOC_pct,A_control,B_gain,C_base,ceiling,k_perkgN,citation
Mal_Mak_i-glMaiz_1992-02_N,Malawi,-15.5,35.25,1030,151,5.348,1.617,0.954,6.965,0.04709160753385057,"F. K. AKINNIFESI, W. MAKUMBA and F. R. KWESIGA. SUSTAINABLE "
Mal_Mak_i-glMaiz_1998-99_N,Malawi,-15.5,35.25,1030,-9,3.8,0,0.0001,3.8,9.210340371976182,"F. K. AKINNIFESI, W. MAKUMBA and F. R. KWESIGA. SUSTAINABLE "
Nig_Giw_Maiz_2014_N,Nigeria,11.0955,7.5388,690,-9,3.049,-0.112,0.9,2.937,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Giw_Maiz_2014_N,Nigeria,11.0955,7.5388,690,-9,3.057,0,0.0001,3.057,9.210340371976182,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Giw_Maiz_2014_N,Nigeria,11.0955,7.5388,690,-9,3.049,-0.113,0.9,2.936,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Dan_Maiz_2014_N,Nigeria,11.4,7.1705,710,-9,3.313,0.828,0.87,4.141,0.13926206733350766,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Dan_Maiz_2014_N,Nigeria,11.4,7.1705,710,-9,3.047,-0.031,0.9,3.016,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Sab_Maiz_2014_N,Nigeria,11.177,7.6112,700,-9,3.446,-0.786,0.9,2.66,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Bur_Far_Maiz_2014_N,Burkina Faso,11.098431,-4.334028,427,-9,5.993,4.288,0.981,10.281,0.019182819416773987,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Bur_Far_Maiz_2014_N,Burkina Faso,11.098431,-4.334028,427,-9,4.503,2.922,0.989,7.425000000000001,0.011060947359424948,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Bur_Far_Maiz_2014_N,Burkina Faso,11.098431,-4.334028,427,-9,5.54,4.616,0.984,10.155999999999999,0.016129381929883644,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Bur_Far_Maiz_2014_N,Burkina Faso,11.08991,-4.327542,422,-9,2.448,1.094,0.928,3.542,0.07472354619593642,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Bur_Far_Maiz_2014_N,Burkina Faso,11.08991,-4.327542,422,-9,2.205,0,0.0001,2.205,9.210340371976182,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Ken_Uni_i-mBean_2014_N,Kenya,0.5714,35.3089,2150,-9,0.706,0.207,0.8,0.9129999999999999,0.2231435513142097,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Kan_Maiz_2014_N,Kenya,-0.903735,37.056483,1550,-9,4.573,0.515,0.85,5.088,0.16251892949777494,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_Maiz_2014_N,Kenya,-0.903735,37.056483,1550,-9,3.7,0,0.0001,3.7,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_i-mBean_2014_N,Kenya,-0.893518,37.032513,1570,-9,0.473,0,0.0001,0.473,9.210340371976182,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Uni_Maiz_2014_N,Kenya,0.569385,35.307353,2150,-9,7.861,2.899,0.973,10.76,0.027371196796132015,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Uni_i-bMaiz_2014_N,Kenya,0.569385,35.307353,2150,-9,4.3,0,0.0001,4.3,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Njo_i-mBean_2014_N,Kenya,-0.34328,35.945943,2170,-9,0.422,-0.035,0.9,0.387,0.10536051565782628,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Njo_i-mBean_2014_N,Kenya,-0.34328,35.945943,2170,-9,0.29,-0.015,0.9,0.27499999999999997,0.10536051565782628,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Njo_Maiz_2014_N,Kenya,-0.343315,35.9458,2170,-9,4.284,0.397,0.85,4.681,0.16251892949777494,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Njo_Maiz_2014_N,Kenya,-0.343315,35.9458,2170,-9,4.7,0,0.0001,4.7,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Njo_Maiz_2014_N,Kenya,-0.343315,35.9458,2170,-9,4.51,0.382,0.927,4.8919999999999995,0.07580171341628185,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Njo_i-bMaiz_2014_N,Kenya,-0.343315,35.9458,2170,-9,4.228,0.263,0.85,4.491,0.16251892949777494,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Eth_Meh_Maiz_2014_N,Ethiopia,12.7038,39.7956,1545,-9,4.461,0.917,0.953,5.378,0.048140375327934984,"Liben, F.M.,  T. Adisu, O. Atnafu, I. Bekele, H. Berhe, C.S."
Gha_Mam_Maiz_2013_N,Ghana,7.0932,-1.3868,190,-9,1.369,0.216,0.8,1.585,0.2231435513142097,OFRA
Gha_Wen_Maiz_2013_N,Ghana,7.7959,-2.0982,130,-9,2.281,0.536,0.83,2.817,0.18632957819149348,OFRA
Gha_Mam_Maiz_2013_N,Ghana,7.0932,-1.3868,190,-9,1.422,-0.068,0.9,1.3539999999999999,0.10536051565782628,OFRA
Gha_Wen_Maiz_2013_N,Ghana,7.7959,-2.0982,130,-9,2.363,0.356,0.94,2.719,0.06187540371808753,OFRA
Gha_Mam_Maiz_2013_N,Ghana,7.0932,-1.3868,190,-9,1.62,-0.004,0.9,1.616,0.10536051565782628,OFRA
Gha_Wen_Maiz_2013_N,Ghana,7.7959,-2.0982,130,-9,2.191,-0.14,0.9,2.0509999999999997,0.10536051565782628,OFRA
Gha_Mam_Maiz_2013_N,Ghana,7.0932,-1.3868,190,-9,1.907,0.29,0.95,2.197,0.05129329438755058,OFRA
Zam_Mis_Maiz_1986/87_N,Zambia,-10.1706,31.2285,1370,-9,5.665,4.715,0.988,10.379999999999999,0.012072581234269249,Misamfu Reports
Zam_Mis_Maiz_1986/87_N,Zambia,-10.1706,31.2285,1370,-9,3.02,0,0.0001,3.02,9.210340371976182,Misamfu Reports
Zam_Mis_Maiz_1986/87_N,Zambia,-10.1706,31.2285,1370,-9,2.69,1.35,0.967,4.04,0.033556783528842754,Misamfu Reports
Zam_Mis_Maiz_1988/89_N,Zambia,-10.1706,31.2285,1370,-9,2.775,1.155,0.911,3.9299999999999997,0.0932123817221787,Misamfu Reports
Zam_Muf_Maiz_1989/90_N,Zambia,-12.60505,28.14115,1270,-9,0.25,0,0.0001,0.25,9.210340371976182,Misamfu Reports
Nig_Bay_Maiz_2009_N,Nigeria,11.966667,8.416667,458,0.39,5.862,4.544,0.988,10.405999999999999,0.012072581234269249,"Muhamman, M. A.; Auwalu, B. M.; Mohammed, S. G. 2014. Respon"
Eth_Mel_Maiz_2014_N,Ethiopia,8.4,39.35,1550,-9,7.705,3.675,0.902,11.379999999999999,0.10314075891951337,Addis Tadesse1 Hae Koo Kim. 2015. Yield Related Traits and Y
Nig_Iba_Maiz_2013_N,Nigeria,7.33,3.9,220,-9,4.44,1.88,0.924,6.32,0.07904320734045285,"Olaniyan, A. B. 2015. Evaluation of nitrogen fertilizer rate"
Gha_Nor_Maiz_2010_N,Ghana,10.503056,0.099,210,-9,2.52,0,0.0001,2.52,9.210340371976182,"Tetteh, F.M. and A.R. Nurudeen. 2015.Modeling site-specific "
Gha_Nor_Maiz_2011_N,Ghana,10.503056,0.099,210,-9,3,0.06899999999999995,0.83,3.069,0.18632957819149348,"Tetteh, F.M. and A.R. Nurudeen. 2015.Modeling site-specific "
Zam_Mt._Maiz_2013-14_N,Zambia,-15.54789,28.25141,1220,-9,3.858,2.841,0.976,6.699,0.024292692569044587,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2014-15_N,Zambia,-15.54789,28.25141,1220,-9,2.153,0.513,0.85,2.666,0.16251892949777494,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2015_N,Zambia,-15.54789,28.25141,1220,-9,4.876,1.906,0.964,6.782,0.03666398437159147,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mse_Maiz_2013-14_N,Zambia,-13.63988,32.55522,1224,-9,5.367,2.383,0.985,7.75,0.015113637810048184,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mis_Maiz_2013-14_N,Zambia,-10.1706,31.2285,1370,-9,1.944,1.311,0.94,3.255,0.06187540371808753,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2013-14_N,Zambia,-15.54789,28.25141,1220,-9,4.129,0,0.0001,4.129,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2014-15_N,Zambia,-15.54789,28.25141,1220,-9,2.725,0.941,0.94,3.666,0.06187540371808753,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2015_N,Zambia,-15.54789,28.25141,1220,-9,4.213,0,0.0001,4.213,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mse_Maiz_2013-14_N,Zambia,-13.63988,32.55522,1224,-9,4.521,0,0.0001,4.521,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mis_Maiz_2013-14_N,Zambia,-10.1706,31.2285,1370,-9,2.033,0.167,0.89,2.1999999999999997,0.11653381625595151,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mis_Maiz_2013-14_N,Zambia,-10.1706,31.2285,1370,-9,1.267,0.733,0.82,2.0,0.19845093872383832,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2013-14_N,Zambia,-15.54789,28.25141,1220,-9,3.298,0.23,0.79,3.528,0.23572233352106983,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2014-15_N,Zambia,-15.54789,28.25141,1220,-9,2.486,0.206,0.85,2.692,0.16251892949777494,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2015_N,Zambia,-15.54789,28.25141,1220,-9,6.641,1.121,0.8,7.7620000000000005,0.2231435513142097,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2015_N,Zambia,-15.54789,28.25141,1220,-9,5.21,-2.7,0.9,2.51,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mse_Maiz_2013-14_N,Zambia,-13.63988,32.55522,1224,-9,5.917,-1.056,0.9,4.861,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mse_Maiz_2013-14_N,Zambia,-13.63988,32.55522,1224,-9,4.972,0.639,0.85,5.611000000000001,0.16251892949777494,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mis_Maiz_2013-14_N,Zambia,-10.1706,31.2285,1370,-9,3.017,-0.972,0.9,2.045,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Moz_Sus_Maiz_2014-2015_N,Mozamibque,-19.317556,33.240421,620,-9,3.553,0.787,0.986,4.34,0.014098924379501648,OFRA
Moz_Wet_Maiz_2014-2015_N,Mozamibque,-17.8597,33.20409,660,-9,5.233,0.366,0.61,5.598999999999999,0.4942963218147801,OFRA
Moz_EAS_Maiz_2014-2015_N,Mozamibque,-19.317556,33.240421,620,-9,4.219,3.227,0.989,7.446,0.011060947359424948,OFRA
Moz_EAS_Maiz_2014-2015_N,Mozamibque,-19.317556,33.240421,620,-9,3.507,1.759,0.958,5.266,0.04290750101127655,OFRA
Moz_Wet_Maiz_2014-2015_N,Mozamibque,-17.8597,33.20409,660,-9,2.192,0.236,0.9,2.428,0.10536051565782628,OFRA
Moz_Mat_Maiz_2014-2015_N,Mozamibque,-17.860299,33.203605,660,-9,3.03,0,0.0001,3.03,9.210340371976182,OFRA
Moz_Wet_Maiz_2014-2015_N,Mozamibque,-17.8597,33.20409,660,-9,4.057,1.491,0.64,5.548,0.4462871026284195,OFRA
Moz_Mat_Maiz_2014-2015_N,Mozamibque,-17.860299,33.203605,660,-9,4.542,0.188,0.82,4.7299999999999995,0.19845093872383832,OFRA
Moz_Sus_Maiz_2014-2015_N,Mozamibque,-19.317556,33.240421,620,-9,4.32,0,0.0001,4.32,9.210340371976182,OFRA
Moz_Wet_Maiz_2014-2015_N,Mozamibque,-17.8597,33.20409,660,-9,2.443,0.735,0.6,3.178,0.5108256237659907,OFRA
Mal_On-_Soyb_2014-15_N,Malawi,-14.18862,33.77156,1180,-9,5.181,2.643,0.989,7.824,0.011060947359424948,OFRA
Mal_On-_Maiz_2014-15_N,Malawi,-14.18862,33.77156,1180,-9,4.359,2.825,0.975,7.184,0.025317807984289897,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Mal_Bun_Maiz_2014-15_N,Malawi,-14.17,33.74,1150,-9,7.079,0.184,0.94,7.263,0.06187540371808753,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Mal_Sta_Maiz_2014-15_N,Malawi,-13.68333,34.26667,615,-9,3.963,-0.054,0.9,3.9090000000000003,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Sel_Maiz_2015_N,Tanzania,-3.360443,36.63237,1410,-9,5.162,2.586,0.976,7.747999999999999,0.024292692569044587,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Bab_Maiz_2015_N,Tanzania,-4.21888,35.550833,1620,-9,7.382,-1.56,0.9,5.821999999999999,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_Maiz_2015_N,Tanzania,-6.78322,37.03545,495,-9,3.259,0.178,0.6,3.437,0.5108256237659907,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Sel_Maiz_2015_N,Tanzania,-3.360443,36.63237,1410,-9,5.719,-1.216,0.9,4.503,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Bab_Maiz_2015_N,Tanzania,-4.21888,35.550833,1620,-9,5.977,-1.266,0.9,4.711,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_Maiz_2015_N,Tanzania,-6.78322,37.03545,495,-9,4.014,-0.87,0.9,3.144,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Sel_Maiz_2015_N,Tanzania,-3.360443,36.63237,1410,-9,4.916,1.132,0.6,6.048,0.5108256237659907,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Bab_Maiz_2015_N,Tanzania,-4.21888,35.550833,1620,-9,2.97,0,0.0001,2.97,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_i-ppMaiz_2015_N,Tanzania,-6.78322,37.03545,495,-9,2.549,1.441,0.927,3.99,0.07580171341628185,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Sel_i-ppMaiz_2015_N,Tanzania,-3.360443,36.63237,1410,-9,2.766,0.5174000000000001,0.93,3.2834000000000003,0.07257069283483537,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_i-ppMaiz_2015_N,Tanzania,-6.78322,37.03545,495,-9,2.53,0,0.0001,2.53,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Bab_i-ppMaiz_2015_N,Tanzania,-4.21888,35.550833,1620,-9,3.97,0,0.0001,3.97,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_i-ppMaiz_2015_N,Tanzania,-6.78322,37.03545,495,-9,2.549,-0.242,0.9,2.307,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Ilo_i-ppMaiz_2015_N,Tanzania,-6.78322,37.03545,495,-9,2.558,0.251,0.7,2.8089999999999997,0.35667494393873245,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Sel_i-ppMaiz_2015_N,Tanzania,-3.360443,36.63237,1410,-9,3.419,-0.28,0.9,3.1390000000000002,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Bab_Pige_2015_N,Tanzania,-4.218667,35.5511,1610,-9,0.762,-0.218,0.9,0.544,0.10536051565782628,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Ilo_i-mPige_2015_N,Tanzania,-6.7831,37.03528,495,-9,0.4,0.27,0.9,0.67,0.10536051565782628,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Sel_i-mPige_2015_N,Tanzania,-3.36025,36.632083,1410,-9,1.152,-0.138,0.9,1.0139999999999998,0.10536051565782628,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Bab_i-mPige_2015_N,Tanzania,-4.218667,35.5511,1610,-9,0.762,0.163,0.955,0.925,0.046043938501406846,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Ilo_i-mPige_2015_N,Tanzania,-6.7831,37.03528,495,-9,0.612,-0.482,0.9,0.13,0.10536051565782628,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Sel_i-mPige_2015_N,Tanzania,-3.36025,36.632083,1410,-9,1.383,0.542,0.954,1.925,0.04709160753385057,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Kwe_Bean_2015_N,Tanzania,-5.4181,38.51575,350,-9,3.935,0.756,0.977,4.691,0.02326862693935433,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Tan_Mka_i-cMaiz_2015_N,Tanzania,-5.13531,38.85605,200,-9,3.117,-0.347,0.9,2.77,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Mka_i-mCowp_2015_N,Tanzania,-5.13531,38.85605,200,-9,0.582,-0.367,0.9,0.21499999999999997,0.10536051565782628,"Munthali, M.W, C. Senkoro, P. Nalivata, W.I. Makumba, J. Msa"
Tan_Mka_i-mCowp_2015_N,Tanzania,-5.13531,38.85605,200,-9,0.311,0.096,0.9,0.40700000000000003,0.10536051565782628,"Munthali, M.W, C. Senkoro, P. Nalivata, W.I. Makumba, J. Msa"
Tan_Mle_Maiz_2012_N,Tanzania,-10.63,36.35,894,-9,5.02,1.745,0.7,6.765,0.35667494393873245,None
Tan_Mta_Maiz_2011_N,Tanzania,-10.895,35.01,1485,-9,5.253,0.699,0.769,5.952,0.26266430947649305,None
Ken_KAL_i-bMaiz_2015_N,Kenya,1.0004,34.9929,1854,-9,3.916,-0.089,0.9,3.827,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Nig_Gay_Bean_2015_N,Niger,11.983056,3.559028,180,-9,1.142,0.173,0.899,1.315,0.10647224451051676,None
Nig_Mad_Maiz_2015_N,Niger,13.456444,7.101667,346,-9,2.982,1.093,0.942,4.075,0.05975000440577405,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Nig_Mad_Maiz_2015_N,Niger,13.456444,7.101667,346,-9,3.213,0.074,0.711,3.287,0.3410828491788962,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Nig_Gay_i-gMaiz_2015_N,Niger,11.983056,3.559028,180,-9,2.507,0.299,0.918,2.806,0.08555788836164654,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Nig_Gay_i-mGrou_2015_N,Niger,11.983056,3.559028,180,-9,1.099,-0.007,0.9,1.092,0.10536051565782628,None
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,2.66,1.413,0.967,4.073,0.033556783528842754,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,2.099,0.965,0.91,3.064,0.09431067947124129,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,3.843,3.333,0.959,7.176,0.04186420409869887,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,3.076,2.35,0.933,5.426,0.06935007813479317,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,2.105,-0.361,0.9,1.744,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,2.99,0.688,0.95,3.678,0.05129329438755058,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,4.523,0.86,0.8,5.383,0.2231435513142097,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,3.884,-0.674,0.9,3.21,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Bur_Far_Maiz_2015_N,Burkina Faso,11.08991,-4.327542,422,-9,3.14,-0.475,0.9,2.665,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2020. Maize"
Mal_Bou_Maiz_2015_N,Mali,11.386884,-7.478065,336,-9,4.732,-0.184,0.9,4.548,0.10536051565782628,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Mal_Dio_Maiz_2015_N,Mali,12.693085,-7.015824,310,-9,3.268,0.694,0.75,3.9619999999999997,0.2876820724517809,"Maman, N., L. Traoré, M. Garba; M.K. Dicko, A. Gonda, and C."
Gha_Mam_Maiz_2014_N,Ghana,7.0473,-1.3856,400,6.2684226675,1.425,0.5,0.8,1.925,0.2231435513142097,OFRA
Gha_Mam_Maiz_2014_N,Ghana,7.0473,-1.3856,400,6.2684226675,1.369,0.216,0.8,1.585,0.2231435513142097,OFRA
Gha_Mam_Maiz_2014_N,Ghana,7.0473,-1.3856,400,6.2684226675,1.099,0.215,0.8,1.314,0.2231435513142097,OFRA
Zam_Mt._Maiz_2016_N,Zambia,-15.54789,28.25141,1220,-9,1.576,0.403,0.965,1.979,0.03562717764315116,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mse_Maiz_2016_N,Zambia,-13.63988,32.55522,1224,-9,1.109,0.14,0.75,1.249,0.2876820724517809,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2016_N,Zambia,-15.54789,28.25141,1220,-9,1.642,0.29,0.75,1.932,0.2876820724517809,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Zam_Mt._Maiz_2016_N,Zambia,-15.54789,28.25141,1220,-9,1.599,0.321,0.75,1.92,0.2876820724517809,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Uyo_Maiz_2016_N,Tanzania,-8.9147,33.5138,1770,-9,8.044,2.793,0.985,10.837,0.015113637810048184,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Kwe_Maiz_2016_N,Tanzania,-4.5814,38.5154,350,-9,0,0,0.0001,0.0,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Uyo_Maiz_2016_N,Tanzania,-8.9147,33.5138,1770,-9,8.015,2.395,0.975,10.41,0.025317807984289897,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Kwe_Maiz_2016_N,Tanzania,-4.5814,38.5154,350,-9,0,0,0.0001,0.0,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Dar_i-ppMaiz_2016_N,Tanzania,-3.766167,35.524167,1635,-9,8.541,0.438,0.878,8.979000000000001,0.1301086853470204,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Tan_Dar_i-mPige_2016_N,Tanzania,-3.766167,35.524167,1635,-9,0.744,-0.048,0.9,0.696,0.10536051565782628,"Senkoro, C.J., A.E. Marandu, G.J. Ley, and C.S. Wortmann. 20"
Tan_Dar_Maiz_2016_N,Tanzania,-3.766167,35.524167,1635,-9,7.863,0,0.0001,7.863,9.210340371976182,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Nig_Dan_Maiz_2015_N,Nigeria,11.433,7.1167,690,-9,6.768,0.854,0.947,7.622,0.054456185796058855,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Giw_Maiz_2015_N,Nigeria,11.094278,7.539628,700,-9,2.639,-1.306,0.9,1.3329999999999997,0.10536051565782628,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Dan_Maiz_2015_N,Nigeria,11.433,7.1167,690,-9,7.742,0.133,0.1,7.875,2.3025850929940455,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Nig_Giw_Maiz_2015_N,Nigeria,11.094278,7.539628,700,-9,3.495,0.349,0.1,3.8440000000000003,2.3025850929940455,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
