nue,region,year,yield_tha,soc_total
0.85,north_america,19,5.4587,50.64
0.85,north_america,20,5.4585,50.64
0.85,north_america,21,5.4582,50.63
0.85,north_america,22,5.458,50.63
0.85,north_america,23,5.4578,50.62
0.85,north_america,24,5.4576,50.61
0.85,north_america,25,5.4573,50.61
0.85,north_america,26,5.4571,50.6
0.85,north_america,27,5.4569,50.6
0.85,north_america,28,5.4567,50.59
0.85,north_america,29,5.4565,50.59
0.85,north_america,30,5.4564,50.58
0.85,europe,0,5.0697,42.87
0.85,europe,1,4.9826,42.84
0.85,europe,2,4.9124,42.81
0.85,europe,3,4.9093,42.78
0.85,europe,4,4.9062,42.75
0.85,europe,5,4.9038,42.73
0.85,europe,6,4.902,42.71
0.85,europe,7,4.9005,42.69
0.85,europe,8,4.8992,42.67
0.85,europe,9,4.8982,42.65
0.85,europe,10,4.8972,42.63
0.85,europe,11,4.8964,42.62
0.85,europe,12,4.8957,42.6
0.85,europe,13,4.895,42.58
0.85,europe,14,4.8943,42.57
0.85,europe,15,4.8937,42.56
0.85,europe,16,4.8931,42.54
0.85,europe,17,4.8925,42.53
0.85,europe,18,4.8919,42.51
0.85,europe,19,4.8914,42.5
0.85,europe,20,4.8909,42.49
0.85,europe,21,4.8904,42.48
0.85,europe,22,4.8899,42.47
0.85,europe,23,4.8894,42.45
0.85,europe,24,4.8889,42.44
0.85,europe,25,4.8885,42.43
0.85,europe,26,4.888,42.42
0.85,europe,27,4.8876,42.41
0.85,europe,28,4.8872,42.4
0.85,europe,29,4.8868,42.39
0.85,europe,30,4.8864,42.38
0.85,east_asia,0,6.0004,35.47
0.85,east_asia,1,5.84,35.44
0.85,east_asia,2,5.818,35.42
0.85,east_asia,3,5.8153,35.39
0.85,east_asia,4,5.8135,35.37
0.85,east_asia,5,5.812,35.36
0.85,east_asia,6,5.8107,35.34
0.85,east_asia,7,5.8095,35.32
0.85,east_asia,8,5.8084,35.31
0.85,east_asia,9,5.8074,35.29
0.85,east_asia,10,5.8064,35.28
0.85,east_asia,11,5.8055,35.27
0.85,east_asia,12,5.8046,35.25
0.85,east_asia,13,5.8038,35.24
0.85,east_asia,14,5.803,35.23
0.85,east_asia,15,5.8022,35.22
0.85,east_asia,16,5.8014,35.21
0.85,east_asia,17,5.8007,35.2
0.85,east_asia,18,5.8,35.19
0.85,east_asia,19,5.7993,35.18
0.85,east_asia,20,5.7986,35.17
0.85,east_asia,21,5.7979,35.16
0.85,east_asia,22,5.7973,35.15
0.85,east_asia,23,5.7967,35.14
0.85,east_asia,24,5.7961,35.13
0.85,east_asia,25,5.7955,35.12
0.85,east_asia,26,5.7949,35.11
0.85,east_asia,27,5.7943,35.1
0.85,east_asia,28,5.7938,35.1
0.85,east_asia,29,5.7932,35.09
0.85,east_asia,30,5.7927,35.08
0.85,south_asia,0,3.1983,17.36
0.85,south_asia,1,3.0137,17.32
0.85,south_asia,2,2.9378,17.27
0.85,south_asia,3,2.9303,17.22
0.85,south_asia,4,2.9249,17.18
0.85,south_asia,5,2.9206,17.15
0.85,south_asia,6,2.9171,17.12
0.85,south_asia,7,2.9143,17.09
0.85,south_asia,8,2.9119,17.06
0.85,south_asia,9,2.9098,17.03
0.85,south_asia,10,2.908,17.01
0.85,south_asia,11,2.9063,16.98
0.85,south_asia,12,2.9048,16.96
0.85,south_asia,13,2.9034,16.94
0.85,south_asia,14,2.9021,16.92
0.85,south_asia,15,2.9009,16.9
0.85,south_asia,16,2.8997,16.88
0.85,south_asia,17,2.8986,16.86
0.85,south_asia,18,2.8975,16.84
0.85,south_asia,19,2.8965,16.82
0.85,south_asia,20,2.8956,16.81
0.85,south_asia,21,2.8946,16.79
0.85,south_asia,22,2.8937,16.77
0.85,south_asia,23,2.8929,16.76
0.85,south_asia,24,2.8921,16.75
0.85,south_asia,25,2.8913,16.73
0.85,south_asia,26,2.8905,16.72
0.85,south_asia,27,2.8898,16.71
0.85,south_asia,28,2.8891,16.69
0.85,south_asia,29,2.8884,16.68
0.85,south_asia,30,2.8878,16.67
0.85,southeast_asia,0,4.1779,22.13
0.85,southeast_asia,1,4.0449,22.1
0.85,southeast_asia,2,3.9943,22.06
0.85,southeast_asia,3,3.9869,22.03
0.85,southeast_asia,4,3.9817,22.0
0.85,southeast_asia,5,3.9776,21.98
0.85,southeast_asia,6,3.9743,21.95
0.85,southeast_asia,7,3.9716,21.93
0.85,southeast_asia,8,3.9693,21.91
0.85,southeast_asia,9,3.9673,21.89
0.85,southeast_asia,10,3.9656,21.87
0.85,southeast_asia,11,3.964,21.86
0.85,southeast_asia,12,3.9626,21.84
0.85,southeast_asia,13,3.9613,21.82
0.85,southeast_asia,14,3.9601,21.81
0.85,southeast_asia,15,3.9589,21.79
0.85,southeast_asia,16,3.9579,21.78
0.85,southeast_asia,17,3.9568,21.76
0.85,southeast_asia,18,3.9558,21.75
0.85,southeast_asia,19,3.9549,21.74
0.85,southeast_asia,20,3.954,21.72
0.85,southeast_asia,21,3.9531,21.71
0.85,southeast_asia,22,3.9523,21.7
0.85,southeast_asia,23,3.9515,21.69
0.85,southeast_asia,24,3.9507,21.68
0.85,southeast_asia,25,3.95,21.67
0.85,southeast_asia,26,3.9493,21.66
0.85,southeast_asia,27,3.9486,21.65
0.85,southeast_asia,28,3.9479,21.64
0.85,southeast_asia,29,3.9473,21.63
0.85,southeast_asia,30,3.9466,21.62
0.85,latin_america,0,4.5352,31.49
0.85,latin_america,1,4.5811,31.51
0.85,latin_america,2,4.5001,31.49
0.85,latin_america,3,4.4974,31.48
0.85,latin_america,4,4.4954,31.47
0.85,latin_america,5,4.4939,31.46
0.85,latin_america,6,4.4927,31.45
0.85,latin_america,7,4.4918,31.44
0.85,latin_america,8,4.491,31.44
0.85,latin_america,9,4.4904,31.43
0.85,latin_america,10,4.4899,31.42
0.85,latin_america,11,4.4895,31.41
0.85,latin_america,12,4.4892,31.41
0.85,latin_america,13,4.4888,31.4
0.85,latin_america,14,4.4885,31.4
0.85,latin_america,15,4.4883,31.39
0.85,latin_america,16,4.488,31.39
0.85,latin_america,17,4.4878,31.38
0.85,latin_america,18,4.4875,31.38
0.85,latin_america,19,4.4873,31.37
0.85,latin_america,20,4.4871,31.37
0.85,latin_america,21,4.4869,31.36
0.85,latin_america,22,4.4868,31.36
0.85,latin_america,23,4.4866,31.35
0.85,latin_america,24,4.4864,31.35
0.85,latin_america,25,4.4862,31.34
0.85,latin_america,26,4.4861,31.34
0.85,latin_america,27,4.4859,31.34
0.85,latin_america,28,4.4858,31.33
0.85,latin_america,29,4.4856,31.33
0.85,latin_america,30,4.4855,31.32
0.85,sub_saharan_africa,0,1.508,6.21
0.85,sub_saharan_africa,1,1.4157,6.19
0.85,sub_saharan_africa,2,1.3723,6.17
0.85,sub_saharan_africa,3,1.363,6.15
0.85,sub_saharan_africa,4,1.3557,6.13
0.85,sub_saharan_africa,5,1.3498,6.12
0.85,sub_saharan_africa,6,1.3451,6.1
0.85,sub_saharan_africa,7,1.3413,6.09
0.85,sub_saharan_africa,8,1.3381,6.08
0.85,sub_saharan_africa,9,1.3355,6.06
0.85,sub_saharan_africa,10,1.3333,6.05
0.85,sub_saharan_africa,11,1.3313,6.04
0.85,sub_saharan_africa,12,1.3297,6.03
0.85,sub_saharan_africa,13,1.3282,6.02
0.85,sub_saharan_africa,14,1.3268,6.01
0.85,sub_saharan_africa,15,1.3256,6.0
0.85,sub_saharan_africa,16,1.3245,5.99
0.85,sub_saharan_africa,17,1.3234,5.98
0.85,sub_saharan_africa,18,1.3224,5.97
0.85,sub_saharan_africa,19,1.3215,5.96
0.85,sub_saharan_africa,20,1.3207,5.95
0.85,sub_saharan_africa,21,1.3198,5.95
0.85,sub_saharan_africa,22,1.3191,5.94
0.85,sub_saharan_africa,23,1.3183,5.93
0.85,sub_saharan_africa,24,1.3176,5.92
0.85,sub_saharan_africa,25,1.3169,5.92
0.85,sub_saharan_africa,26,1.3163,5.91
0.85,sub_saharan_africa,27,1.3157,5.9
0.85,sub_saharan_africa,28,1.3151,5.9
0.85,sub_saharan_africa,29,1.3145,5.89
0.85,sub_saharan_africa,30,1.3139,5.89
0.85,fsu_central_asia,0,2.8583,35.64
0.85,fsu_central_asia,1,2.7123,35.59
0.85,fsu_central_asia,2,2.6561,35.52
0.85,fsu_central_asia,3,2.6462,35.47
0.85,fsu_central_asia,4,2.6387,35.41
0.85,fsu_central_asia,5,2.6328,35.37
0.85,fsu_central_asia,6,2.6279,35.32
0.85,fsu_central_asia,7,2.6239,35.28
0.85,fsu_central_asia,8,2.6205,35.24
0.85,fsu_central_asia,9,2.6176,35.2
0.85,fsu_central_asia,10,2.615,35.17
0.85,fsu_central_asia,11,2.6126,35.13
0.85,fsu_central_asia,12,2.6104,35.1
0.85,fsu_central_asia,13,2.6084,35.07
0.85,fsu_central_asia,14,2.6066,35.04
0.85,fsu_central_asia,15,2.6048,35.0
0.85,fsu_central_asia,16,2.6031,34.97
0.85,fsu_central_asia,17,2.6015,34.95
0.85,fsu_central_asia,18,2.5999,34.92
0.85,fsu_central_asia,19,2.5984,34.89
0.85,fsu_central_asia,20,2.5969,34.86
0.85,fsu_central_asia,21,2.5955,34.84
0.85,fsu_central_asia,22,2.5941,34.81
0.85,fsu_central_asia,23,2.5928,34.79
0.85,fsu_central_asia,24,2.5915,34.76
0.85,fsu_central_asia,25,2.5902,34.74
0.85,fsu_central_asia,26,2.589,34.71
0.85,fsu_central_asia,27,2.5878,34.69
0.85,fsu_central_asia,28,2.5866,34.67
0.85,fsu_central_asia,29,2.5855,34.65
0.85,fsu_central_asia,30,2.5844,34.63
0.95,north_america,0,5.4756,50.59
0.95,north_america,1,5.5293,50.61
0.95,north_america,2,5.4634,50.6
0.95,north_america,3,5.4627,50.59
0.95,north_america,4,5.4621,50.59
0.95,north_america,5,5.4616,50.58
0.95,north_america,6,5.4612,50.58
0.95,north_america,7,5.461,50.57
0.95,north_america,8,5.4607,50.57
0.95,north_america,9,5.4606,50.57
0.95,north_america,10,5.4604,50.56
0.95,north_america,11,5.4603,50.56
0.95,north_america,12,5.4601,50.56
0.95,north_america,13,5.46,50.55
0.95,north_america,14,5.4599,50.55
0.95,north_america,15,5.4598,50.55
0.95,north_america,16,5.4597,50.55
0.95,north_america,17,5.4596,50.54
0.95,north_america,18,5.4595,50.54
0.95,north_america,19,5.4594,50.54
0.95,north_america,20,5.4593,50.53
0.95,north_america,21,5.4592,50.53
0.95,north_america,22,5.4592,50.53
0.95,north_america,23,5.4591,50.53
0.95,north_america,24,5.459,50.52
0.95,north_america,25,5.4589,50.52
0.95,north_america,26,5.4588,50.52
0.95,north_america,27,5.4588,50.52
0.95,north_america,28,5.4587,50.51
0.95,north_america,29,5.4586,50.51
0.95,north_america,30,5.4585,50.51
0.95,europe,0,5.0433,42.77
0.95,europe,1,4.9905,42.75
0.95,europe,2,4.9092,42.72
0.95,europe,3,4.907,42.69
0.95,europe,4,4.9042,42.67
0.95,europe,5,4.9021,42.65
0.95,europe,6,4.9005,42.63
0.95,europe,7,4.8991,42.61
0.95,europe,8,4.8981,42.6
0.95,europe,9,4.8971,42.58
0.95,europe,10,4.8963,42.57
0.95,europe,11,4.8956,42.55
0.95,europe,12,4.895,42.54
0.95,europe,13,4.8944,42.52
0.95,europe,14,4.8938,42.51
0.95,europe,15,4.8933,42.5
0.95,europe,16,4.8928,42.49
0.95,europe,17,4.8923,42.47
0.95,europe,18,4.8918,42.46
0.95,europe,19,4.8914,42.45
0.95,europe,20,4.8909,42.44
0.95,europe,21,4.8905,42.43
0.95,europe,22,4.8901,42.42
0.95,europe,23,4.8897,42.41
0.95,europe,24,4.8893,42.4
0.95,europe,25,4.8889,42.39
0.95,europe,26,4.8885,42.38
0.95,europe,27,4.8881,42.37
0.95,europe,28,4.8878,42.36
0.95,europe,29,4.8874,42.36
0.95,europe,30,4.8871,42.35
0.95,east_asia,0,5.9946,35.46
0.95,east_asia,1,5.851,35.43
0.95,east_asia,2,5.8203,35.41
0.95,east_asia,3,5.8182,35.38
0.95,east_asia,4,5.8164,35.36
0.95,east_asia,5,5.815,35.35
0.95,east_asia,6,5.8137,35.33
0.95,east_asia,7,5.8126,35.32
0.95,east_asia,8,5.8115,35.3
0.95,east_asia,9,5.8105,35.29
0.95,east_asia,10,5.8096,35.27
0.95,east_asia,11,5.8087,35.26
0.95,east_asia,12,5.8079,35.25
0.95,east_asia,13,5.8071,35.24
0.95,east_asia,14,5.8063,35.23
0.95,east_asia,15,5.8056,35.22
0.95,east_asia,16,5.8048,35.2
0.95,east_asia,17,5.8041,35.19
0.95,east_asia,18,5.8034,35.18
0.95,east_asia,19,5.8028,35.17
0.95,east_asia,20,5.8021,35.16
0.95,east_asia,21,5.8015,35.15
0.95,east_asia,22,5.8009,35.15
0.95,east_asia,23,5.8003,35.14
0.95,east_asia,24,5.7997,35.13
0.95,east_asia,25,5.7991,35.12
0.95,east_asia,26,5.7986,35.11
0.95,east_asia,27,5.798,35.1
0.95,east_asia,28,5.7975,35.1
0.95,east_asia,29,5.797,35.09
0.95,east_asia,30,5.7965,35.08
0.95,south_asia,0,3.1689,17.21
0.95,south_asia,1,3.0288,17.18
0.95,south_asia,2,2.9376,17.14
0.95,south_asia,3,2.9324,17.09
0.95,south_asia,4,2.9277,17.06
0.95,south_asia,5,2.9239,17.03
0.95,south_asia,6,2.9209,17.0
0.95,south_asia,7,2.9184,16.97
0.95,south_asia,8,2.9163,16.95
0.95,south_asia,9,2.9145,16.92
0.95,south_asia,10,2.9129,16.9
0.95,south_asia,11,2.9114,16.88
0.95,south_asia,12,2.9101,16.86
0.95,south_asia,13,2.9089,16.84
0.95,south_asia,14,2.9077,16.82
0.95,south_asia,15,2.9066,16.8
0.95,south_asia,16,2.9056,16.78
0.95,south_asia,17,2.9046,16.77
0.95,south_asia,18,2.9037,16.75
0.95,south_asia,19,2.9028,16.74
0.95,south_asia,20,2.902,16.72
0.95,south_asia,21,2.9012,16.71
0.95,south_asia,22,2.9004,16.69
0.95,south_asia,23,2.8996,16.68
0.95,south_asia,24,2.8989,16.67
0.95,south_asia,25,2.8982,16.66
0.95,south_asia,26,2.8976,16.64
0.95,south_asia,27,2.8969,16.63
0.95,south_asia,28,2.8963,16.62
0.95,south_asia,29,2.8957,16.61
0.95,south_asia,30,2.8951,16.6
0.95,southeast_asia,0,4.1231,21.86
0.95,southeast_asia,1,4.0655,21.85
0.95,southeast_asia,2,3.9922,21.82
0.95,southeast_asia,3,3.9872,21.8
0.95,southeast_asia,4,3.9833,21.77
0.95,southeast_asia,5,3.9802,21.75
0.95,southeast_asia,6,3.9778,21.74
0.95,southeast_asia,7,3.9758,21.72
0.95,southeast_asia,8,3.9741,21.71
0.95,southeast_asia,9,3.9727,21.69
0.95,southeast_asia,10,3.9714,21.68
0.95,southeast_asia,11,3.9703,21.66
0.95,southeast_asia,12,3.9693,21.65
0.95,southeast_asia,13,3.9683,21.64
0.95,southeast_asia,14,3.9674,21.63
0.95,southeast_asia,15,3.9666,21.62
0.95,southeast_asia,16,3.9658,21.61
0.95,southeast_asia,17,3.9651,21.6
0.95,southeast_asia,18,3.9644,21.59
0.95,southeast_asia,19,3.9637,21.58
0.95,southeast_asia,20,3.9631,21.57
0.95,southeast_asia,21,3.9624,21.56
0.95,southeast_asia,22,3.9618,21.55
0.95,southeast_asia,23,3.9613,21.54
0.95,southeast_asia,24,3.9607,21.53
0.95,southeast_asia,25,3.9602,21.52
0.95,southeast_asia,26,3.9596,21.52
0.95,southeast_asia,27,3.9591,21.51
0.95,southeast_asia,28,3.9587,21.5
0.95,southeast_asia,29,3.9582,21.5
0.95,southeast_asia,30,3.9577,21.49
0.95,latin_america,0,4.463,31.02
0.95,latin_america,1,4.6128,31.06
0.95,latin_america,2,4.4832,31.06
0.95,latin_america,3,4.4842,31.06
0.95,latin_america,4,4.4833,31.06
0.95,latin_america,5,4.4828,31.06
0.95,latin_america,6,4.4824,31.06
0.95,latin_america,7,4.4821,31.05
0.95,latin_america,8,4.4819,31.05
0.95,latin_america,9,4.4817,31.05
0.95,latin_america,10,4.4816,31.05
0.95,latin_america,11,4.4816,31.05
0.95,latin_america,12,4.4815,31.05
0.95,latin_america,13,4.4815,31.05
0.95,latin_america,14,4.4815,31.05
0.95,latin_america,15,4.4815,31.05
0.95,latin_america,16,4.4815,31.05
0.95,latin_america,17,4.4815,31.05
0.95,latin_america,18,4.4815,31.05
0.95,latin_america,19,4.4815,31.05
0.95,latin_america,20,4.4815,31.05
0.95,latin_america,21,4.4815,31.05
0.95,latin_america,22,4.4815,31.05
0.95,latin_america,23,4.4815,31.05
0.95,latin_america,24,4.4815,31.05
0.95,latin_america,25,4.4815,31.05
0.95,latin_america,26,4.4815,31.05
0.95,latin_america,27,4.4815,31.05
0.95,latin_america,28,4.4815,31.05
0.95,latin_america,29,4.4815,31.04
0.95,latin_america,30,4.4814,31.04
0.95,sub_saharan_africa,0,1.4704,6.06
0.95,sub_saharan_africa,1,1.4212,6.05
0.95,sub_saharan_africa,2,1.3585,6.04
0.95,sub_saharan_africa,3,1.3519,6.02
0.95,sub_saharan_africa,4,1.3453,6.01
0.95,sub_saharan_africa,5,1.3402,5.99
0.95,sub_saharan_africa,6,1.336,5.98
0.95,sub_saharan_africa,7,1.3327,5.97
0.95,sub_saharan_africa,8,1.33,5.96
0.95,sub_saharan_africa,9,1.3277,5.95
0.95,sub_saharan_africa,10,1.3257,5.94
0.95,sub_saharan_africa,11,1.3241,5.93
0.95,sub_saharan_africa,12,1.3226,5.92
0.95,sub_saharan_africa,13,1.3213,5.91
0.95,sub_saharan_africa,14,1.3202,5.9
0.95,sub_saharan_africa,15,1.3191,5.89
0.95,sub_saharan_africa,16,1.3181,5.88
0.95,sub_saharan_africa,17,1.3172,5.87
0.95,sub_saharan_africa,18,1.3164,5.87
0.95,sub_saharan_africa,19,1.3156,5.86
0.95,sub_saharan_africa,20,1.3149,5.85
0.95,sub_saharan_africa,21,1.3142,5.85
0.95,sub_saharan_africa,22,1.3135,5.84
0.95,sub_saharan_africa,23,1.3129,5.83
0.95,sub_saharan_africa,24,1.3123,5.83
0.95,sub_saharan_africa,25,1.3117,5.82
0.95,sub_saharan_africa,26,1.3112,5.82
0.95,sub_saharan_africa,27,1.3106,5.81
0.95,sub_saharan_africa,28,1.3101,5.81
0.95,sub_saharan_africa,29,1.3096,5.8
0.95,sub_saharan_africa,30,1.3092,5.8
0.95,fsu_central_asia,0,2.81,35.37
0.95,fsu_central_asia,1,2.7316,35.34
0.95,fsu_central_asia,2,2.6468,35.29
0.95,fsu_central_asia,3,2.6393,35.24
0.95,fsu_central_asia,4,2.6329,35.19
0.95,fsu_central_asia,5,2.6278,35.15
0.95,fsu_central_asia,6,2.6237,35.12
0.95,fsu_central_asia,7,2.6203,35.08
0.95,fsu_central_asia,8,2.6175,35.05
0.95,fsu_central_asia,9,2.615,35.02
0.95,fsu_central_asia,10,2.6128,34.99
0.95,fsu_central_asia,11,2.6109,34.96
0.95,fsu_central_asia,12,2.6091,34.93
0.95,fsu_central_asia,13,2.6074,34.9
0.95,fsu_central_asia,14,2.6059,34.88
0.95,fsu_central_asia,15,2.6044,34.85
0.95,fsu_central_asia,16,2.603,34.83
0.95,fsu_central_asia,17,2.6016,34.8
0.95,fsu_central_asia,18,2.6003,34.78
0.95,fsu_central_asia,19,2.5991,34.76
0.95,fsu_central_asia,20,2.5979,34.73
0.95,fsu_central_asia,21,2.5967,34.71
0.95,fsu_central_asia,22,2.5956,34.69
0.95,fsu_central_asia,23,2.5945,34.67
0.95,fsu_central_asia,24,2.5934,34.65
0.95,fsu_central_asia,25,2.5923,34.63
0.95,fsu_central_asia,26,2.5913,34.61
0.95,fsu_central_asia,27,2.5903,34.59
0.95,fsu_central_asia,28,2.5894,34.57
0.95,fsu_central_asia,29,2.5884,34.55
0.95,fsu_central_asia,30,2.5875,34.54
