scenario,region,year,yield_tha,soc_total,n_mineralized,fert_applied_kgha,carrying_capacity_fraction
S3,sub_saharan_africa,10,1.4149,9.27,27.27,4.92,0.8705
S3,sub_saharan_africa,11,1.4124,9.25,27.16,4.92,0.8693
S3,sub_saharan_africa,12,1.4101,9.24,27.07,4.92,0.8683
S3,sub_saharan_africa,13,1.4081,9.22,26.98,4.92,0.8673
S3,sub_saharan_africa,14,1.4063,9.21,26.90,4.92,0.8664
S3,sub_saharan_africa,15,1.4046,9.19,26.83,4.92,0.8656
S3,sub_saharan_africa,16,1.4030,9.18,26.77,4.92,0.8649
S3,sub_saharan_africa,17,1.4015,9.17,26.70,4.92,0.8642
S3,sub_saharan_africa,18,1.4001,9.15,26.65,4.92,0.8635
S3,sub_saharan_africa,19,1.3988,9.14,26.59,4.92,0.8629
S3,sub_saharan_africa,20,1.3975,9.13,26.54,4.92,0.8622
S3,sub_saharan_africa,21,1.3962,9.12,26.49,4.92,0.8616
S3,sub_saharan_africa,22,1.3951,9.11,26.44,4.92,0.8611
S3,sub_saharan_africa,23,1.3939,9.09,26.39,4.92,0.8605
S3,sub_saharan_africa,24,1.3928,9.08,26.35,4.92,0.8600
S3,sub_saharan_africa,25,1.3918,9.07,26.30,4.92,0.8595
S3,sub_saharan_africa,26,1.3907,9.06,26.26,4.92,0.8590
S3,sub_saharan_africa,27,1.3897,9.05,26.22,4.92,0.8585
S3,sub_saharan_africa,28,1.3887,9.04,26.18,4.92,0.8580
S3,sub_saharan_africa,29,1.3878,9.03,26.14,4.92,0.8575
S3,sub_saharan_africa,30,1.3869,9.02,26.11,4.92,0.8571
S3,fsu_central_asia,0,2.9277,36.03,47.90,38.00,1.0000
S3,fsu_central_asia,1,2.6876,35.94,47.90,30.95,0.9279
S3,fsu_central_asia,2,2.6704,35.86,47.04,30.93,0.9212
S3,fsu_central_asia,3,2.6589,35.80,46.39,30.97,0.9185
S3,fsu_central_asia,4,2.6499,35.73,45.89,30.99,0.9164
S3,fsu_central_asia,5,2.6427,35.68,45.51,31.01,0.9147
S3,fsu_central_asia,6,2.6368,35.62,45.21,31.03,0.9132
S3,fsu_central_asia,7,2.6319,35.57,44.98,31.04,0.9120
S3,fsu_central_asia,8,2.6277,35.52,44.79,31.05,0.9109
S3,fsu_central_asia,9,2.6241,35.48,44.63,31.06,0.9099
S3,fsu_central_asia,10,2.6208,35.43,44.49,31.07,0.9091
S3,fsu_central_asia,11,2.6179,35.39,44.38,31.07,0.9083
S3,fsu_central_asia,12,2.6152,35.35,44.27,31.08,0.9075
S3,fsu_central_asia,13,2.6127,35.31,44.18,31.08,0.9068
S3,fsu_central_asia,14,2.6103,35.27,44.09,31.09,0.9061
S3,fsu_central_asia,15,2.6081,35.23,44.02,31.09,0.9055
S3,fsu_central_asia,16,2.6060,35.19,43.94,31.09,0.9049
S3,fsu_central_asia,17,2.6039,35.16,43.87,31.10,0.9043
S3,fsu_central_asia,18,2.6020,35.12,43.80,31.10,0.9037
S3,fsu_central_asia,19,2.6001,35.09,43.74,31.10,0.9031
S3,fsu_central_asia,20,2.5982,35.06,43.68,31.11,0.9026
S3,fsu_central_asia,21,2.5965,35.02,43.62,31.11,0.9021
S3,fsu_central_asia,22,2.5947,34.99,43.56,31.11,0.9016
S3,fsu_central_asia,23,2.5930,34.96,43.51,31.11,0.9011
S3,fsu_central_asia,24,2.5914,34.93,43.45,31.12,0.9006
S3,fsu_central_asia,25,2.5898,34.90,43.40,31.12,0.9001
S3,fsu_central_asia,26,2.5883,34.87,43.35,31.12,0.8997
S3,fsu_central_asia,27,2.5868,34.85,43.30,31.12,0.8992
S3,fsu_central_asia,28,2.5853,34.82,43.25,31.12,0.8988
S3,fsu_central_asia,29,2.5839,34.79,43.20,31.13,0.8984
S3,fsu_central_asia,30,2.5825,34.77,43.16,31.13,0.8980
