region,soc_initial,synth_n,n_mineralized_baseline,total_n_baseline,soil_buffer_ratio,synth_dependency,yield_loss_10yr,yield_loss_30yr,soc_fraction_10yr,soc_fraction_30yr
north_america,50.0,76.0,83.39825647960349,174.3982564796035,0.47820579266718305,0.4357841731570778,2.096119925066131,2.317807723364962,0.9965611899889334,0.992748882447535
europe,42.0,85.0,58.584394312641365,160.58439431264136,0.3648199724724406,0.5293166896062995,3.829260447271421,4.161402715701423,0.993907501931375,0.9873063016885324
east_asia,35.0,250.0,76.55635824098866,351.55635824098863,0.2177641122010656,0.7111235343626677,3.290657075472214,3.5364062549601893,0.9944829368320077,0.988724145615582
south_asia,25.0,110.0,82.9342592175811,209.9342592175811,0.395048714424576,0.5239735544354067,9.995595283394588,10.792002680414214,0.9840953710131772,0.9673653997124356
southeast_asia,32.0,89.0,130.3482024637279,232.3482024637279,0.5610037051355139,0.38304578669548295,6.24400233362884,6.874845217731817,0.9900521985656098,0.979283538541335
latin_america,45.0,50.0,134.47501248511927,194.47501248511927,0.691477073412755,0.2571024388227041,2.052429376189824,2.291135801192068,0.9968673767754,0.9933125501715636
sub_saharan_africa,9.0,7.0,30.166308562007117,47.16630856200712,0.6395732352543346,0.1484110207776269,14.304836565340706,15.999826147185448,0.9775009145376581,0.951906721665382
fsu_central_asia,35.0,38.0,47.89731378949627,95.89731378949628,0.4994646033009374,0.3962571890534245,10.482457208713381,11.792663024201689,0.9835585336112567,0.9650916857578251
