region,year,price_reported,price_econ_consistent,err_pp
fsu_central_asia,5,1.1005485947530271,1.1249731271864722,-2.442453243344511
fsu_central_asia,6,1.1035786977811157,1.126926051518761,-2.3347353737645182
fsu_central_asia,7,1.1059065361519567,1.1284456208493194,-2.2539084697362766
fsu_central_asia,8,1.1077221226343157,1.1296486231043446,-2.1926500470028865
fsu_central_asia,9,1.1091634723502937,1.1306197614326612,-2.145628908236752
fsu_central_asia,10,1.1103306148653929,1.1314203791372455,-2.1089764271852607
fsu_central_asia,11,1.1112959555915516,1.1320948675166298,-2.079891192507821
fsu_central_asia,12,1.1121118727964738,1.1326753450070408,-2.056347221056698
fsu_central_asia,13,1.1128162564022215,1.1331850594499044,-2.036880304768296
fsu_central_asia,14,1.1134365303789995,1.133640854418201,-2.020432403920158
fsu_central_asia,15,1.113992565858776,1.134054953204281,-2.006238734550503
fsu_central_asia,16,1.1144987867860037,1.1344362472555494,-1.9937460469545698
fsu_central_asia,17,1.1149656898306748,1.134791225690672,-1.9825535859997245
fsu_central_asia,18,1.115400940438448,1.135124645361247,-1.9723704922798957
fsu_central_asia,19,1.1158101626863495,1.135440013620345,-1.9629850933995607
fsu_central_asia,20,1.1161975082185591,1.1357399360238711,-1.9542427805312013
fsu_central_asia,21,1.1165660659278935,1.1360263666973456,-1.9460300769452044
fsu_central_asia,22,1.1169181569077993,1.1363007885955465,-1.9382631687747232
fsu_central_asia,23,1.11725554678828,1.1365643432846368,-1.930879649635675
fsu_central_asia,24,1.1175795985993735,1.136817924389599,-1.9238325790225552
fsu_central_asia,25,1.1178913828320316,1.137062244891986,-1.917086205995444
fsu_central_asia,26,1.1181917566984716,1.1372978856102696,-1.910612891179797
fsu_central_asia,27,1.1184814212308318,1.1375253301401118,-1.9043908909279983
fsu_central_asia,28,1.1187609624348196,1.1377449900521497,-1.898402761733009
fsu_central_asia,29,1.1190308809713874,1.137957223079741,-1.8926342108353644
fsu_central_asia,30,1.1192916135844635,1.138162346262525,-1.8870732678061497
