scenario,region,year,cap_binding,y_realized_pct,y_demand_pct,y_supply_pct,solver_residual_pp,realized_minus_econ_pp,elasticity_lag_pp,price_index_reported,price_index_on_realized,price_index_error_pp,eta,clearing_residual
SC1_20pct,east_asia,30,1,-1.0747410312850758,-1.4858987679204794,-1.4858987679204794,0.0,0.41115773663540356,0.00030060109413310165,1.0338273113786787,1.024303021197934,0.9524290180744632,-0.45,0.0
SC1_20pct,south_asia,1,0,-2.142089570604533,-3.679973914331358,-3.679973914331358,0.0,1.5378843437268253,2.789514105258617,1.0644836962318673,1.0367485501429234,2.7735146088943896,-0.6,0.0
SC1_20pct,south_asia,2,0,-4.000288118146722,-3.683834310454981,-3.683834310454981,0.0,-0.31645380769174114,1.9947827981787598,1.0645548055070029,1.0704099003901033,-0.5855094883100431,-0.6,0.0
SC1_20pct,south_asia,3,0,-4.066586952239792,-4.045604238650002,-4.045604238650002,0.0,-0.02098271358978998,0.12961868396310083,1.0712525656185554,1.0716431042884769,-0.03905386699214475,-0.6,0.0
SC1_20pct,south_asia,4,0,-4.107761617857896,-4.1749840399643805,-4.1749840399643805,0.0,0.06722242210648322,0.05635323412296056,1.0736642673087442,1.072410126075877,0.12541412328672674,-0.6,0.0
SC1_20pct,south_asia,5,0,-4.139214775341826,-4.264343478527877,-4.264343478527888,1.1102230246251565e-14,0.1251287031860504,0.04110538820057685,1.0753350464662628,1.0729966428238629,0.23384036423999,-0.6,0.0
SC1_20pct,south_asia,6,0,-4.162577035188175,-4.32980563882791,-4.32980563882791,0.0,0.16722860363973524,0.03007173806921226,1.076561652969963,1.0734326183621312,0.3129034607831871,-0.6,0.0
SC1_20pct,south_asia,7,0,-4.180208776245675,-4.378477821247362,-4.378477821247362,0.0,0.19826904500168663,0.022310773651734728,1.077475106585672,1.073761841350894,0.3713265234777996,-0.6,0.0
SC1_20pct,south_asia,8,0,-4.193798263739746,-4.415338681963754,-4.415338681963754,0.0,0.22154041822400883,0.016867654226607187,1.078167717102368,1.0740156969253094,0.4152020177058624,-0.6,0.0
SC1_20pct,south_asia,9,0,-4.204521475077804,-4.443861800617732,-4.443861800617732,0.0,0.23934032553992735,0.013033023201730609,1.0787041516014038,1.0742160774164518,0.44880741849520067,-0.6,0.0
SC1_20pct,south_asia,10,0,-4.213197776533351,-4.466466116244449,-4.466466116244449,0.0,0.2532683397110991,0.01031499389544388,1.079129574507822,1.0743782518793088,0.4751322628513188,-0.6,0.0
SC1_20pct,south_asia,11,0,-4.22039848907737,-4.4848365341641045,-4.4848365341641045,0.0,0.2644380450867345,0.008373019520530045,1.0794755114153989,1.0745128748871158,0.4962636528283104,-0.6,0.0
SC1_20pct,south_asia,12,0,-4.226522504129093,-4.500147724090276,-4.500147724090264,-1.1102230246251565e-14,0.27362521996118216,0.006971220265861167,1.0797639750004766,1.0746273894243499,0.5136585576126729,-0.6,0.0
SC1_20pct,south_asia,13,0,-4.231848901232372,-4.513219907565369,-4.513219907565369,0.0,0.2813710063329977,0.005946151257332777,1.080010353205543,1.0747270049761493,0.5283348229393692,-0.6,0.0
SC1_20pct,south_asia,14,0,-4.236573520937914,-4.524627148591831,-4.524627148591831,0.0,0.28805362765391695,0.005184512160658072,1.080225424881288,1.0748153783088632,0.541004657242472,-0.6,0.0
SC1_20pct,south_asia,15,0,-4.240834365293244,-4.5347725575282,-4.5347725575282,0.0,0.2939381922349549,0.004607724227920218,1.0804167636056254,1.0748950867616789,0.5521676843946555,-0.6,0.0
SC1_20pct,south_asia,16,0,-4.244729229698141,-4.543940485686515,-4.543940485686515,0.0,0.29921125598837417,0.004161255728718505,1.0805897140435212,1.0749679570301889,0.562175701333234,-0.6,0.0
SC1_20pct,south_asia,17,0,-4.248327938240015,-4.5523327370262106,-4.5523327370262106,0.0,0.3040047987861949,0.0038072321813048537,1.0807480703889103,1.0750352934493157,0.5712776939594599,-0.6,0.0
SC1_20pct,south_asia,18,0,-4.251680832887928,-4.560093686212596,-4.560093686212596,0.0,0.30841285332466883,0.0035193197112981522,1.0808945475201517,1.0750980364507343,0.5796511069417365,-0.6,0.0
SC1_20pct,south_asia,19,0,-4.254824663429968,-4.567327700622325,-4.567327700622325,0.0,0.3125030371923576,0.003279181842427703,1.0810311080941029,1.0751568725404625,0.5874235553640306,-0.6,0.0
SC1_20pct,south_asia,20,0,-4.257786674494223,-4.574111225143563,-4.574111225143563,0.0,0.3163245506493384,0.003074025599383856,1.0811591895977604,1.0752123106327254,0.5946878965034985,-0.6,0.0
SC1_20pct,south_asia,21,0,-4.260587442273933,-4.580501166439288,-4.580501166439288,0.0,0.3199137241653549,0.0028949018620771927,1.0812798619629582,1.0752647350432658,0.6015126919692415,-0.6,0.0
SC1_20pct,south_asia,22,0,-4.263242844293824,-4.586540711784382,-4.586540711784382,0.0,0.32329786749055733,0.0027355280238755553,1.081393937003562,1.0753144422931666,0.6079494710395261,-0.6,0.0
SC1_20pct,south_asia,23,0,-4.265765428054824,-4.592263369505578,-4.592263369505578,0.0,0.32649794145075406,0.0025914723656816907,1.0815020444329813,1.075361666684515,0.6140377748466319,-0.6,0.0
SC1_20pct,south_asia,24,0,-4.268165362873988,-4.597695776606326,-4.597695776606326,0.0,0.3295304137323374,0.0024595889472428523,1.0816046847019525,1.075406598089049,0.6198086612903442,-0.6,0.0
SC1_20pct,south_asia,25,0,-4.270451102699003,-4.602859651734481,-4.602859651734481,0.0,0.3324085490354789,0.002337626013060312,1.0817022657595239,1.0754493943360743,0.6252871423449546,-0.6,0.0
SC1_20pct,south_asia,26,0,-4.272629848474018,-4.6077731555838835,-4.6077731555838835,0.0,0.3351433071098642,0.002223954584015808,1.0817951286631535,1.0754901898542366,0.6304938808916916,-0.6,0.0
SC1_20pct,south_asia,27,0,-4.274707871455597,-4.612451840369946,-4.612451840369946,0.0,0.3377439689143502,0.0021173803017915382,1.081883565453551,1.0755291017142943,0.6354463739256744,-0.6,0.0
SC1_20pct,south_asia,28,0,-4.276690740038081,-4.616909314261353,-4.616909314261353,0.0,0.3402185742232722,0.002017012945534913,1.0819678316624637,1.0755662338681957,0.6401597794267966,-0.6,0.0
SC1_20pct,south_asia,29,0,-4.278583479588405,-4.621157708009493,-4.621157708009493,0.0,0.34257422842108864,0.0019221759027548968,1.082048155095296,1.07560168013581,0.6446474959486137,-0.6,0.0
SC1_20pct,south_asia,30,0,-4.280390685740542,-4.62520800423909,-4.62520800423909,0.0,0.344817318498547,0.0018323433228578656,1.0821247420268794,1.0756355263215744,0.6489215705304918,-0.6,0.0
SC1_20pct,southeast_asia,1,0,-2.4881610349531957,-2.886596034389055,-2.886596034389055,0.0,0.39843499943585936,3.2483124987629672,1.0546995701665056,1.0468771798929506,0.7822390273555024,-0.55,0.0
SC1_20pct,southeast_asia,2,0,-2.8787855888371072,-2.7585451481115353,-2.7585451481115353,0.0,-0.12024044072557194,0.37522816210473625,1.0521757222458838,1.0545453598259054,-0.23696375800215108,-0.55,0.0
SC1_20pct,southeast_asia,3,0,-2.9442283180990847,-2.922259097267632,-2.922259097267632,0.0,-0.021969220831452585,0.09599875407543673,1.0554041501799887,1.0558385499723077,-0.043439979231907344,-0.55,0.0
SC1_20pct,southeast_asia,4,0,-2.987111381730001,-3.0366514480985374,-3.0366514480985374,0.0,0.04954006636853636,0.06290444598820583,1.0576690814287184,1.0566872802952532,0.09818011334652432,-0.55,0.0
SC1_20pct,southeast_asia,5,0,-3.0192522415753986,-3.121028266344239,-3.12102826634425,1.1102230246251565e-14,0.1017760247688404,0.046556919101264915,1.0593445467605698,1.0573240972663787,0.20204494941911122,-0.55,0.0
SC1_20pct,southeast_asia,6,0,-3.043926143890996,-3.184281556001023,-3.184281556001023,0.0,0.140355412110027,0.03523655548638149,1.0606032630306863,1.057813372768444,0.27898902622423005,-0.55,0.0
SC1_20pct,southeast_asia,7,0,-3.063259031616916,-3.232454593564782,-3.232454593564782,0.0,0.16919556194786578,0.027177907248197852,1.0615634438155355,1.0581969829357245,0.3366460879810962,-0.55,0.0
SC1_20pct,southeast_asia,8,0,-3.078745804229399,-3.2698268745542824,-3.2698268745542824,0.0,0.1910810703248833,0.021405788527709135,1.0623092732876158,1.058504432663865,0.3804840623750749,-0.55,0.0
SC1_20pct,southeast_asia,9,0,-3.0914429662387777,-3.2994321608645127,-3.2994321608645127,0.0,0.20798919462573506,0.01724538098257372,1.0629006754566381,1.0587566052096935,0.4144070246944631,-0.55,0.0
SC1_20pct,southeast_asia,10,0,-3.1020980476575977,-3.323419661714111,-3.323419661714111,0.0,0.2213216140565133,0.014222581143863433,1.063380229764213,1.0589682927896777,0.44119369745352355,-0.55,0.0
SC1_20pct,southeast_asia,11,0,-3.111240731335241,-3.3433118730170075,-3.3433118730170075,0.0,0.23207114168176668,0.012003935082782746,1.0637781661103434,1.0591499854281365,0.46281806822068283,-0.55,0.0
SC1_20pct,southeast_asia,12,0,-3.119247128130087,-3.360188053587565,-3.360188053587565,0.0,0.24094092545747792,0.010354835728862422,1.064115948881612,1.0593091363146503,0.48068125669618045,-0.55,0.0
SC1_20pct,southeast_asia,13,0,-3.126385085441452,-3.3748143483430915,-3.3748143483430915,0.0,0.24842926290163936,0.00911016327830444,1.0644088338851712,1.0594510556470338,0.4957778238137367,-0.55,0.0
SC1_20pct,southeast_asia,14,0,-3.1328461097692273,-3.387735856024876,-3.387735856024876,0.0,0.25488974625564875,0.00815365203400975,1.0646676852576595,1.0595795413767157,0.5088143880943807,-0.55,0.0
SC1_20pct,southeast_asia,15,0,-3.1387678506081595,-3.3993416662608023,-3.3993416662608023,0.0,0.2605738156526427,0.007403388119642251,1.064900262976547,1.0596973239786183,0.5202938997928674,-0.55,0.0
SC1_20pct,southeast_asia,16,0,-3.144249933443022,-3.4099107519869887,-3.4099107519869887,0.0,0.26566081854396684,0.006801615433765784,1.0651121334992033,1.0598063799345014,0.5305753564701865,-0.55,0.0
SC1_20pct,southeast_asia,17,0,-3.149365108434965,-3.4196443293722734,-3.4196443293722734,0.0,0.2702792209373084,0.006307569396851731,1.065307313013657,1.0599081526229446,0.5399160390712421,-0.55,0.0
SC1_20pct,southeast_asia,18,0,-3.1541671009605365,-3.4286886653012494,-3.4286886653012494,0.0,0.27452156434071284,0.0058924388068773426,1.065488721422329,1.0600037079478735,0.5485013474455513,-0.55,0.0
SC1_20pct,southeast_asia,19,0,-3.1586961404814207,-3.4371511482717,-3.4371511482717,0.0,0.2784550077902792,0.0055358235743832584,1.0656585025738594,1.0600938439903924,0.5564658583466997,-0.55,0.0
