shift_pct,n_changed,frac_changed,cropland_Mha_changed,cropland_Mha_total,cropland_frac_changed
-30,125,0.5411255411255411,498.8999665333333,1566.6464231666666,0.31845090197500053
-20,66,0.2857142857142857,250.43712950000003,1566.6464231666666,0.15985555246970837
-10,28,0.12121212121212122,136.8560577,1566.6464231666666,0.08735605920790505
10,9,0.03896103896103896,323.8035699333333,1566.6464231666666,0.20668580041106419
20,18,0.07792207792207792,403.3777835666666,1566.6464231666666,0.2574785079784103
30,26,0.11255411255411256,409.66910226666664,1566.6464231666666,0.26149429520836065
