country_id,iso3,ne_name,n_pixels_cropland,cropped_ha_total,soc_stock_cwm_t_ha,n_stock_cwm_t_ha,buffer_proxy_cwm_t_ha,c_to_n_ratio_cwm,n_pixels,soc_stock_median_allland_t_ha,n_stock_median_allland_t_ha,c_to_n_ratio_median_allland,n_stock_mean_allland_t_ha,enough_pixels,buffer_proxy_t_ha
142,GTM,Guatemala,3929,1467611.7392627243,63.08494287203515,9.194351299271034,9.194351299271034,6.861271754651879,4242,65.0,9.9325,6.5441732,10.314388388066623,True,9.194351299271034
128,ITA,Italy,10639,7965765.845546422,50.3861824750578,9.167369767354222,9.167369767354222,5.496252878823243,11220,53.0,9.2203,5.748186,9.87826085217302,True,9.167369767354222
9,URY,Uruguay,6798,736520.1894844493,65.14358964963054,9.156132531995876,9.156132531995876,7.114749532293017,6917,64.0,9.0394,7.080116,9.13419204618567,True,9.156132531995876
70,ROU,Romania,8198,8790664.47015303,43.087802446063726,9.108759646932004,9.108759646932004,4.730369898450058,9008,46.0,9.626824,4.778315,10.014578613603105,True,9.108759646932004
138,HTI,Haiti,948,826316.2870813012,62.6914661883978,9.066056665868313,9.066056665868313,6.9149651826485075,999,62.0,9.0733,6.8332357,9.440588093706486,True,9.066056665868313
83,PRK,North Korea,4636,2462331.72708648,56.42423339061267,8.945235987203903,8.945235987203903,6.3077411788048,4746,60.0,10.5768,5.672793,10.332973615920835,True,8.945235987203903
175,CRI,Costa Rica,1828,408881.2265776191,58.33205824577199,8.929220510160453,8.929220510160453,6.532715613798163,1995,63.0,10.6768,5.9006443,11.281442156256247,True,8.929220510160453
115,LBR,Liberia,1975,370154.3838801342,48.37572548813087,8.88961256901573,8.88961256901573,5.441826076508877,3803,47.0,8.88945,5.287166,9.012377165028804,True,8.88961256901573
74,PHL,Philippines,10407,10007040.261085495,61.3805034662093,8.73319625192385,8.73319625192385,7.028412243992305,10705,62.0,8.701399,7.1252913,9.09932742852959,True,8.73319625192385
156,FJI,Fiji,600,124355.71899223328,62.60240907168443,8.715713802945803,8.715713802945803,7.182705913372877,619,62.0,8.849501,7.006045,8.949351584512081,True,8.715713802945803
92,NPL,Nepal,5538,3369225.319593191,46.0771370085708,8.705330433875277,8.705330433875277,5.2929796701650345,5689,51.0,9.157,5.56951,10.0429637230727,True,8.705330433875277
186,CPV,Cabo Verde,89,30312.052778616548,37.04142470261254,8.617806730659595,8.617806730659595,4.298242680568614,107,30.0,8.436,3.5561879,8.480773916611305,True,8.617806730659595
208,AZE,Azerbaijan,3281,1368321.675965825,51.63900269766815,8.60710045089719,8.60710045089719,5.9995817397815285,3356,53.0,8.9954,5.8919,9.073904000533409,True,8.60710045089719
193,BGR,Bulgaria,4134,3039421.17036901,44.596364287857185,8.604988121400005,8.604988121400005,5.182617762940211,4355,45.0,8.64575,5.2048693,8.922393006232275,True,8.604988121400005
107,MYS,Malaysia,12416,5024055.578133067,57.719177461083106,8.566397905075181,8.566397905075181,6.737858560934608,12593,59.0,8.676225,6.800193,8.928272011677105,True,8.566397905075181
78,PAN,Panama,2594,243125.23650679056,56.21952681829545,8.497695935264185,8.497695935264185,6.61585531496752,2821,57.0,9.99,5.7057056,10.239374315555017,True,8.497695935264185
160,GNQ,Equatorial Guinea,272,96181.14398047328,60.60160152634061,8.488219231227227,8.488219231227227,7.1394953258740035,1026,54.0,7.91105,6.825896,8.010165732409197,True,8.488219231227227
161,SLV,El Salvador,769,712058.5207395554,62.160862435560546,8.45861698728551,8.45861698728551,7.348821034100144,789,63.0,8.131201,7.747933,8.566211454589645,True,8.45861698728551
4,VNM,Vietnam,12393,7941835.544805436,57.56561065264755,8.393479991429416,8.393479991429416,6.858372297477066,12732,58.0,7.80575,7.43042,8.62356583891228,True,8.393479991429416
68,RWA,Rwanda,902,1215080.8123110533,70.05801296592209,8.343052258621977,8.343052258621977,8.397168181887137,937,67.0,8.2836,8.088271,8.355301719936516,True,8.343052258621977
41,TWN,Taiwan,1258,529747.4973233938,58.917317497732405,8.205760135159784,8.205760135159784,7.179995092140865,1310,76.0,9.42535,8.063361,11.411499407029872,True,8.205760135159784
72,PRT,Portugal,3255,2077969.2982597658,45.78957009195203,8.166798868885744,8.166798868885744,5.6067953707545435,3377,48.0,8.41,5.7074914,8.784997122253493,True,8.166798868885744
110,MKD,North Macedonia,962,387874.81562304497,47.992887981779496,8.005018112305965,8.005018112305965,5.995350330063704,981,45.0,7.6734996,5.8643384,8.298881589069268,True,8.005018112305965
133,IDN,Indonesia,70006,23090744.710052103,61.10512001350479,7.9935843528962165,7.9935843528962165,7.644270369320032,71228,59.0,8.022551,7.3542695,8.519325071751847,True,7.9935843528962165
120,KGZ,Kyrgyzstan,7030,1288834.9421218582,48.25395106096077,7.99257315886893,7.99257315886893,6.037348686313362,7435,56.0,9.466475,5.915613,9.326411412020398,True,7.99257315886893
50,KOR,South Korea,3418,1667419.2708702981,50.297546826902924,7.96561600492296,7.96561600492296,6.314332349917159,3600,53.0,8.9269,5.9371114,9.061147493344125,True,7.96561600492296
191,BDI,Burundi,973,1034070.1294841766,63.41736057949332,7.806123715554425,7.806123715554425,8.124052716859758,991,62.0,7.6243997,8.131788,7.710417234506763,True,7.806123715554425
190,MMR,Myanmar,24647,9440295.730498504,56.2830431163821,7.798250768866862,7.798250768866862,7.217393334038731,25871,60.0,7.379275,8.13088,9.43698644358403,True,7.798250768866862
36,TGO,Togo,2247,1099118.883666575,34.770757442027886,7.793302377416523,7.793302377416523,4.461620473342186,2270,32.0,5.007675,6.3901906,7.221634068598984,True,7.793302377416523
119,LAO,Laos,8946,773454.3595174825,53.70391761147934,7.685400751740469,7.685400751740469,6.987783636307751,9078,57.0,7.68335,7.4186387,8.972062489663646,True,7.685400751740469
144,GRC,Greece,4584,2724264.2372828573,44.23877300311503,7.620635611788597,7.620635611788597,5.805129028171968,4774,46.0,7.683,5.9872446,7.9733323461226835,True,7.620635611788597
189,KHM,Cambodia,6901,2124265.0125894635,49.62861982315941,7.595520955112737,7.595520955112737,6.533932315696283,7041,50.0,6.45065,7.751157,6.959118489625389,True,7.595520955112737
101,MEX,Mexico,72255,15570823.100497052,47.154998990435665,7.568356195120401,7.568356195120401,6.230547000528098,76773,41.0,6.4248247,6.381497,7.126775360930384,True,7.568356195120401
32,TUR,Turkey,29054,18622252.29861685,47.499747707063044,7.5544271125826175,7.5544271125826175,6.287670395012177,30144,50.0,7.7566996,6.4460406,8.115823935629914,True,7.5544271125826175
188,CMR,Cameroon,11185,2939280.6272821417,54.031371762063266,7.547573775161924,7.547573775161924,7.158773583621459,18472,46.0,6.7725,6.7921743,7.832020856613035,True,7.547573775161924
102,MUS,Mauritius,58,62798.64220428467,59.473466444667736,7.470469600410743,7.470469600410743,7.961141618379353,61,58.0,7.183875,8.073637,7.475315357076711,True,7.470469600410743
30,UGA,Uganda,7708,5610168.256910622,58.89795835081851,7.458064049564926,7.458064049564926,7.897218092978752,8239,58.0,7.363625,7.8765554,7.697972920998098,True,7.458064049564926
154,NCL,New Caledonia,660,8592.716366052628,63.87699904082788,7.311163993713358,7.311163993713358,8.7369123570137,674,66.0,7.12945,9.257377,8.148965979556003,True,7.311163993713358
205,BGD,Bangladesh,4517,8014550.344416618,43.004046853770326,7.291343115997189,7.291343115997189,5.89795956240484,4863,43.0,5.9852495,7.1843286,7.3782400484239075,True,7.291343115997189
166,DJI,Djibouti,180,953.8257522657514,21.358060935077756,7.286796550023426,7.286796550023426,2.931063161768815,840,19.0,6.2493997,3.040292,8.76760539451948,True,7.286796550023426
3,YEM,Yemen,5105,828966.6919022233,28.724569230053493,7.211843714547771,7.211843714547771,3.9829716736803564,18129,20.0,3.852075,5.1920066,5.452960303013121,True,7.211843714547771
40,TJK,Tajikistan,3582,751493.5037260214,43.52647291196366,7.151999359126016,7.151999359126016,6.085916780239009,5155,52.0,9.53455,5.45385,9.312037192806134,True,7.151999359126016
157,ETH,Ethiopia,31254,6096421.760378445,56.87706620712761,7.069246338951768,7.069246338951768,8.04570437639628,44995,49.0,6.12955,7.9940615,6.494978761714893,True,7.069246338951768
182,HKG,Hong Kong S.A.R.,8,690.581262588501,54.677445187819515,7.0516865759798595,7.0516865759798595,7.753811034946894,21,54.0,6.5629997,8.227945,6.615562240282695,True,7.0516865759798595
5,VEN,Venezuela,26400,1580610.9779970318,51.02905847569248,7.04038510071847,7.04038510071847,7.248049324813919,35655,50.0,6.45135,7.7503157,7.227859912069623,True,7.04038510071847
37,TLS,East Timor,561,150480.5634059906,59.67439097923902,7.008039105443645,7.008039105443645,8.515133845769448,556,58.0,6.57535,8.820824,6.9068984289610516,True,7.008039105443645
141,GIN,Guinea,9004,1784150.2710484625,51.33518730730136,7.000491248689842,7.000491248689842,7.3330835628012325,9699,48.0,6.4994497,7.3852406,6.684251048916595,True,7.000491248689842
149,GAB,Gabon,2590,192496.50989217893,54.63015017710367,6.991436591170673,6.991436591170673,7.813866215434873,10251,51.0,6.9546504,7.333223,7.035693247799988,True,6.991436591170673
104,MLT,Malta,3,2105.5274047851562,40.481580077511786,6.985601543277972,6.985601543277972,5.795002739093523,6,40.5,6.9817996,5.8007965,7.002399603525798,False,6.985601543277972
117,LBN,Lebanon,357,195583.936072886,44.20232714126195,6.9394668575087834,6.9394668575087834,6.369700734780978,371,45.0,7.3412743,6.129726,7.476728451318581,True,6.9394668575087834
219,AFG,Afghanistan,20546,2845618.7173356526,36.47060875892544,6.847862926930708,6.847862926930708,5.3258380239325245,25536,31.0,6.063425,5.112622,6.124224279242525,True,6.847862926930708
56,SGP,Singapore,5,623.6017415523529,45.668903429363574,6.820054126991158,6.820054126991158,6.6962670059499345,13,55.0,6.8234005,8.060497,6.957039928436279,True,6.820054126991158
162,EGY,Egypt,3588,3834480.043416013,45.34373399558789,6.7033099792695685,6.7033099792695685,6.764379707311224,39519,18.0,4.0874248,4.403751,4.318609514203785,True,6.7033099792695685
49,ESP,Spain,19249,14090675.413904363,37.40382815389191,6.661439100963047,6.661439100963047,5.614977122358503,19664,40.0,7.0786495,5.6507955,7.884278167421603,True,6.661439100963047
109,MDG,Madagascar,21639,1915054.0914517841,53.53170043269295,6.582870054511001,6.582870054511001,8.13196979272128,23264,47.0,6.1711497,7.616085,6.177869794436379,True,6.582870054511001
159,ERI,Eritrea,2497,381232.1067655509,38.15445459550168,6.528433240025061,6.528433240025061,5.844350886761188,4890,29.0,5.5892496,5.188532,6.5817372577650675,True,6.528433240025061
116,LSO,Lesotho,1147,164994.6315013878,49.87942142490259,6.484909231635613,6.484909231635613,7.69161443024887,1193,51.0,6.8844,7.408053,7.177065460400129,True,6.484909231635613
213,ARG,Argentina,72259,29491247.629045077,51.59389499915775,6.439895032800729,6.439895032800729,8.011604961939794,109096,41.0,5.12415,8.0013275,5.371464612582744,True,6.439895032800729
76,PRY,Paraguay,14654,4751189.539458397,45.88405727917214,6.415029150485236,6.415029150485236,7.152587494587058,15911,42.0,5.5195,7.609385,5.611007065216695,True,6.415029150485236
129,ISR,Israel,446,250992.6774297161,40.227957317117536,6.39019586220676,6.39019586220676,6.2952620208460095,820,26.0,3.2779498,7.931787,4.112203999702605,True,6.39019586220676
171,CYP,Cyprus,200,16458.832306142896,38.8862351798292,6.33752245112612,6.33752245112612,6.135873360562134,213,40.0,6.7026496,5.967789,6.678358965906604,True,6.33752245112612
195,BRA,Brazil,238464,46333270.1926769,48.15969061548398,6.299217935175629,6.299217935175629,7.645344408002489,333920,44.0,5.3009,8.300477,5.626010208005524,True,6.299217935175629
177,COG,Republic of the Congo,4648,237953.04241533118,52.73588109456765,6.24896377375443,6.24896377375443,8.439140152493394,13748,48.0,6.1876497,7.757388,6.297557775582161,True,6.24896377375443
185,CAF,Central African Republic,19596,812400.7325251114,40.25333267376531,6.215972922916432,6.215972922916432,6.475789578388174,24844,41.0,5.89555,6.954398,5.983875737270024,True,6.215972922916432
132,IRN,Iran,32616,10240997.719811358,36.46875100263141,6.184099708074236,6.184099708074236,5.8971803050031975,64380,22.0,4.172225,5.272966,4.5885432336401175,True,6.184099708074236
33,TUN,Tunisia,2524,1927714.953496391,37.690504576914044,6.156405808336225,6.156405808336225,6.122160518703679,6156,19.0,3.2652001,5.8189387,3.856932164412423,True,6.156405808336225
180,CHN,China,274392,107462416.44486402,43.557493028652225,6.116925972251791,6.116925972251791,7.120814151788343,362537,46.0,6.7381,6.8268504,7.350891964449046,True,6.116925972251791
174,CIV,Ivory Coast,12199,5841159.751617921,37.56794240764471,6.062492704585846,6.062492704585846,6.196781462388766,12762,37.0,5.7415,6.444309,6.1053086200045,True,6.062492704585846
198,BOL,Bolivia,35959,2119084.498255822,47.02643800636126,5.916986355058792,5.916986355058792,7.9477009383595245,43026,44.0,5.54665,7.9327164,5.973732455002078,True,5.916986355058792
